jp_name	cn_name	aliases	jp_profile_id	cn_profile_id	voice_archetype	cv_jp	gender	personality_tags	confidence	source_url	notes	jp_voice_name	jp_style	jp_pitch	jp_rate	cn_voice_name	cn_style	cn_pitch	cn_rate
エミヤ・オルタ	卫宫·Alter	エミヤオルタ|エミヤ	auto_36523cfb0c_jp	auto_36523cfb0c_cn	alter_shadow	諏訪部順一	male	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=archer	ja-JP-NaokiNeural		-3%	0.92	zh-CN-YunxiNeural	serious	-6%	0.94
新宿のアヴェンジャー	新宿的Avenger		auto_f5ac076eff_jp	auto_f5ac076eff_cn	alter_shadow		neutral	dark,controlled,severe	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-5%	0.90	zh-CN-YunxiNeural	serious	-3%	0.93
新宿のアサシン	新宿的Assassin		auto_d606bb1677_jp	auto_d606bb1677_cn	female_noble		female	noble,formal,commanding	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-AoiNeural		-3%	1.00	zh-CN-XiaoxiaoNeural	serious	+2%	0.95
アーサー・ペンドラゴン	亚瑟·潘德拉贡	アーサーペンドラゴン|アーサー	auto_7b898e2f52_jp	auto_7b898e2f52_cn	male_heroic		male	heroic,firm,strong	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-5%	0.99	zh-CN-YunyeNeural	serious	-5%	1.01
土方歳三	土方岁三		auto_d82f67e4f3_jp	auto_d82f67e4f3_cn	male_gruff	星野貴紀	male	rough,proud,heavy	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=berserker	ja-JP-DaichiNeural		-10%	0.97	zh-CN-YunyeNeural	disgruntled	-7%	0.93
茶々	茶茶		auto_cdb9582dec_jp	auto_cdb9582dec_cn	female_shadow	阿澄佳奈	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=berserker	ja-JP-NanamiNeural		-6%	0.93	zh-CN-XiaoxiaoNeural	serious	-3%	0.91
メルトリリス	Meltryllis		auto_b59dacd51f_jp	auto_b59dacd51f_cn	female_shadow	早見沙織	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=alterEgo	ja-JP-NanamiNeural		-4%	0.90	zh-CN-XiaoxiaoNeural	serious	-3%	0.96
メルト	Melt		auto_45a289e112_jp	auto_45a289e112_cn	male_bright		male	bright,quick,confident	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-2%	1.04	zh-CN-YunxiNeural	cheerful	+1%	1.04
パッションリップ	Passionlip		auto_7630d851a3_jp	auto_7630d851a3_cn	female_shadow	小倉唯	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=alterEgo	ja-JP-NanamiNeural		-6%	0.96	zh-CN-XiaoxiaoNeural	serious	-4%	0.93
鈴鹿御前	铃鹿御前		auto_51236a9c64_jp	auto_51236a9c64_cn	female_noble	東山奈央	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=saber	ja-JP-AoiNeural		+3%	0.97	zh-CN-XiaoxiaoNeural	serious	0%	0.96
ＢＢ	BB	BB	auto_cf9d370a0d_jp	auto_cf9d370a0d_cn	female_mystic	下屋則子	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=moonCancer	ja-JP-NanamiNeural		+1%	0.94	zh-CN-XiaoxiaoNeural	calm	+2%	0.95
殺生院キアラ	杀生院祈荒		auto_c37eda3129_jp	auto_c37eda3129_cn	female_shadow	田中理恵	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=alterEgo	ja-JP-NanamiNeural		-5%	0.94	zh-CN-XiaoxiaoNeural	serious	-2%	0.95
ビーストⅢ／R	BeastⅢ/R	ビーストIII/R	auto_232fe5d606_jp	auto_232fe5d606_cn	female_bright	田中理恵	female	bright,clever,energetic	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=beastIIIR	ja-JP-AoiNeural		+4%	1.06	zh-CN-XiaoyiNeural	cheerful	+4%	1.08
不夜城のキャスター	不夜城的Caster		auto_c70abf53d4_jp	auto_c70abf53d4_cn	male_heroic		male	heroic,firm,strong	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-5%	1.03	zh-CN-YunyeNeural	serious	-1%	1.01
不夜城のアサシン	不夜城的Assassin		auto_910671775d_jp	auto_910671775d_cn	male_bright		male	bright,quick,confident	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		0%	1.02	zh-CN-YunxiNeural	cheerful	-4%	1.03
エルドラドのバーサーカー	黄金国的Berserker		auto_39843b12c0_jp	auto_39843b12c0_cn	female_cool		female	cool,controlled,quiet	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		-4%	0.93	zh-CN-XiaoxiaoNeural	calm	-4%	0.94
レジスタンスのライダー	反抗军的Rider		auto_b2a56873e7_jp	auto_b2a56873e7_cn	female_gentle		female	gentle,kind,youthful	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural	chat	+2%	0.94	zh-CN-XiaoxiaoNeural	gentle	+6%	0.99
シャーロック・ホームズ	夏洛克·福尔摩斯	シャーロックホームズ|シャーロック|ホームズ|夏洛克|福尔摩斯|Sherlock Holmes|Holmes|夏洛克·福尔摩斯	holmes_calm_male	holmes_cn_serious	calm_detective	水島大宙	male	calm,analytical,precise,low	manual	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	seed profile; tune by listening; atlas metadata filled blank cv/gender	ja-JP-NaokiNeural		-3%	0.94	zh-CN-YunxiNeural	serious	-3%	0.94
ポール・バニヤン	保罗·班扬	ポールバニヤン|ポール|バニヤン	auto_2975b34907_jp	auto_2975b34907_cn	female_shadow	小見川千明	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=berserker	ja-JP-NanamiNeural		-7%	0.90	zh-CN-XiaoxiaoNeural	serious	-4%	0.97
パールヴァティー	帕尔瓦蒂		auto_a9cb5164b0_jp	auto_a9cb5164b0_cn	female_noble	下屋則子	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=lancer	ja-JP-AoiNeural		+3%	0.98	zh-CN-XiaoxiaoNeural	serious	0%	0.98
アーチャー・インフェルノ	Archer Inferno	アーチャーインフェルノ|アーチャー|インフェルノ|Archer|Inferno	auto_0567ce8809_jp	auto_0567ce8809_cn	female_noble		female	noble,formal,commanding	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-AoiNeural		+3%	0.95	zh-CN-XiaoxiaoNeural	serious	-3%	0.94
アサシン・パライソ	Assassin Paraiso	アサシンパライソ|アサシン|パライソ|Assassin|Paraiso	auto_20a1733203_jp	auto_20a1733203_cn	male_heroic		male	heroic,firm,strong	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-6%	0.99	zh-CN-YunyeNeural	serious	-2%	0.95
宝蔵院胤舜	宝藏院胤舜		auto_f7ed4d9230_jp	auto_f7ed4d9230_cn	male_heroic	浪川大輔	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=lancer	ja-JP-DaichiNeural		-6%	1.00	zh-CN-YunyeNeural	serious	-3%	0.95
柳生但馬守宗矩	柳生但马守宗矩		auto_54188c4817_jp	auto_54188c4817_cn	male_heroic	山路和弘	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=saber	ja-JP-DaichiNeural		-7%	1.03	zh-CN-YunyeNeural	serious	-7%	0.99
加藤段蔵	加藤段藏		auto_2dc3ca0e66_jp	auto_2dc3ca0e66_cn	female_mystic	明坂聡美	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=assassin	ja-JP-NanamiNeural		0%	0.93	zh-CN-XiaoxiaoNeural	calm	-1%	0.93
刑部姫	刑部姬		auto_e88b813f20_jp	auto_e88b813f20_cn	female_mystic	福圓美里	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=assassin	ja-JP-NanamiNeural		0%	0.92	zh-CN-XiaoxiaoNeural	calm	+1%	0.93
メカエリチャン	机械伊丽亲		auto_f7d6f8f473_jp	auto_f7d6f8f473_cn	female_shadow	大久保瑠美	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=alterEgo	ja-JP-NanamiNeural		-3%	0.92	zh-CN-XiaoxiaoNeural	serious	-5%	0.96
メカエリチャンⅡ号機	机械伊丽亲Ⅱ号机	メカエリチャンII号機	auto_85ab1f954e_jp	auto_85ab1f954e_cn	female_shadow	大久保瑠美	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=alterEgo	ja-JP-NanamiNeural		-2%	0.93	zh-CN-XiaoxiaoNeural	serious	-6%	0.93
オケアノスのキャスター	俄刻阿诺斯的Caster		auto_ef7222af49_jp	auto_ef7222af49_cn	male_heroic		male	heroic,firm,strong	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-6%	1.01	zh-CN-YunyeNeural	serious	-3%	0.99
哪吒	哪吒		auto_8205e7a1d4_jp	auto_8205e7a1d4_cn	female_noble	小倉唯	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=lancer	ja-JP-AoiNeural		-3%	1.00	zh-CN-XiaoxiaoNeural	serious	0%	0.98
ミドラーシュのキャスター	米德拉什的Caster		auto_73cb79b9bc_jp	auto_73cb79b9bc_cn	female_noble		female	noble,formal,commanding	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-AoiNeural		-2%	0.98	zh-CN-XiaoxiaoNeural	serious	+3%	0.96
アビゲイル・ウィリアムズ	阿比盖尔·威廉姆斯	アビゲイルウィリアムズ|ウィリアムズ|威廉姆斯	auto_daac7edc58_jp	auto_daac7edc58_cn	female_mystic	大和田仁美	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=foreigner	ja-JP-NanamiNeural		-1%	0.95	zh-CN-XiaoxiaoNeural	calm	+1%	0.93
アビゲイル・サンタ	阿比盖尔·圣诞	アビゲイルサンタ	auto_d23b8c1963_jp	auto_d23b8c1963_cn	female_bright		female	bright,clever,energetic	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-AoiNeural		+1%	1.04	zh-CN-XiaoyiNeural	cheerful	+1%	1.02
エレシュキガル	埃列什基伽勒		auto_65a020c951_jp	auto_65a020c951_cn	female_noble	植田佳奈	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=lancer	ja-JP-AoiNeural		-2%	1.01	zh-CN-XiaoxiaoNeural	serious	-3%	0.94
エレシュキガル・オルタ	埃列什基伽勒·Alter	埃列什基伽勒	auto_7545fa2e84_jp	auto_7545fa2e84_cn	alter_shadow		neutral	dark,controlled,severe	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-4%	0.96	zh-CN-YunxiNeural	serious	-6%	0.91
ニンキガル	宁基伽勒		auto_29ce18cdf2_jp	auto_29ce18cdf2_cn	female_noble	植田佳奈	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=lancer	ja-JP-AoiNeural		+3%	0.96	zh-CN-XiaoxiaoNeural	serious	+2%	0.94
葛飾北斎	葛饰北斋		auto_219d3e3d46_jp	auto_219d3e3d46_cn	female_mystic	ゆかな	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=foreigner	ja-JP-NanamiNeural		-3%	0.96	zh-CN-XiaoxiaoNeural	calm	0%	0.96
セミラミス	塞弥拉弥斯		auto_26878fc39f_jp	auto_26878fc39f_cn	female_mystic	真堂圭	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=assassin	ja-JP-NanamiNeural		0%	0.95	zh-CN-XiaoxiaoNeural	calm	-4%	0.93
浅上藤乃	浅上藤乃		auto_1ab0df8409_jp	auto_1ab0df8409_cn	female_cool	能登麻美子	female	cool,controlled,quiet	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=archer	ja-JP-NanamiNeural		-3%	0.96	zh-CN-XiaoxiaoNeural	calm	+1%	0.98
アナスタシア・ニコラエヴナ・ロマノヴァ	阿纳斯塔西娅·尼古拉耶芙娜·罗曼诺娃	アナスタシアニコラエヴナロマノヴァ|アナスタシア|ニコラエヴナ|ロマノヴァ|阿纳斯塔西娅|尼古拉耶芙娜|罗曼诺娃	auto_8379dcb289_jp	auto_8379dcb289_cn	male_gruff		male	rough,proud,heavy	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-DaichiNeural		-8%	0.96	zh-CN-YunyeNeural	disgruntled	-6%	0.94
アタランテ・オルタ	阿塔兰忒·Alter	アタランテオルタ|アタランテ|阿塔兰忒	auto_b57110cab0_jp	auto_b57110cab0_cn	female_shadow	早見沙織	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=berserker	ja-JP-NanamiNeural		-3%	0.94	zh-CN-XiaoxiaoNeural	serious	-1%	0.96
アヴィケブロン	阿维斯布隆		auto_1e135ae196_jp	auto_1e135ae196_cn	male_calm	宮本充	male	calm,analytical,adult	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=caster	ja-JP-NaokiNeural		-6%	0.93	zh-CN-YunxiNeural	serious	-3%	0.95
アントニオ・サリエリ	安东尼奥·萨列里	アントニオサリエリ|アントニオ|サリエリ|安东尼奥|萨列里	auto_2c810689a5_jp	auto_2c810689a5_cn	male_gruff	関俊彦	male	rough,proud,heavy	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=avenger	ja-JP-DaichiNeural		-7%	0.98	zh-CN-YunyeNeural	disgruntled	-4%	0.93
イヴァン雷帝	伊凡雷帝		auto_7bdd76b969_jp	auto_7bdd76b969_cn	male_heroic	黒田崇矢	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=rider	ja-JP-DaichiNeural		-5%	0.99	zh-CN-YunyeNeural	serious	-5%	0.99
アキレウス	阿喀琉斯		auto_d5911f1682_jp	auto_d5911f1682_cn	male_heroic	古川慎	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=rider	ja-JP-DaichiNeural		-2%	1.01	zh-CN-YunyeNeural	serious	-5%	0.98
ケイローン	喀戎		auto_3eb2aaf5bb_jp	auto_3eb2aaf5bb_cn	male_calm	武内駿輔	male	calm,analytical,adult	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=archer	ja-JP-NaokiNeural		-4%	0.97	zh-CN-YunxiNeural	serious	-1%	0.91
ジーク	齐格		auto_97b11b8d00_jp	auto_97b11b8d00_cn	male_calm	花江夏樹	male	calm,analytical,adult	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=caster	ja-JP-NaokiNeural		0%	0.96	zh-CN-YunxiNeural	serious	0%	0.96
沖田総司・オルタ	冲田总司·Alter	沖田総司オルタ|沖田総司|冲田总司	auto_4e229966d7_jp	auto_4e229966d7_cn	alter_shadow		neutral	dark,controlled,severe	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-2%	0.94	zh-CN-YunxiNeural	serious	-2%	0.95
岡田以蔵	冈田以藏		auto_a0f59e47f2_jp	auto_a0f59e47f2_cn	male_calm	吉野裕行	male	calm,analytical,adult	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=assassin	ja-JP-NaokiNeural		-6%	0.97	zh-CN-YunxiNeural	serious	-3%	0.94
坂本龍馬	坂本龙马		auto_e3c31b443b_jp	auto_e3c31b443b_cn	male_heroic	加瀬康之＆堀江由衣	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=rider	ja-JP-DaichiNeural		-7%	1.01	zh-CN-YunyeNeural	serious	-1%	0.99
ナポレオン	拿破仑		auto_f169866e63_jp	auto_f169866e63_cn	male_heroic	日野聡	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=archer	ja-JP-DaichiNeural		-3%	1.03	zh-CN-YunyeNeural	serious	-2%	1.00
シグルド	齐格鲁德		auto_f27864398e_jp	auto_f27864398e_cn	male_heroic	津田健次郎	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=saber	ja-JP-DaichiNeural		-3%	0.97	zh-CN-YunyeNeural	serious	-1%	0.96
ワルキューレ	瓦尔基里		auto_aca476b9a6_jp	auto_aca476b9a6_cn	female_noble	田中美海＆小松未可子＆雨宮天	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=lancer	ja-JP-AoiNeural		+3%	0.98	zh-CN-XiaoxiaoNeural	serious	+2%	0.98
スカサハ＝スカディ	斯卡哈·斯卡蒂	スカサハ=スカディ|スカサハ|スカディ|斯卡哈|斯卡蒂	auto_5d2a0ae394_jp	auto_5d2a0ae394_cn	female_mystic	能登麻美子	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=caster	ja-JP-NanamiNeural		0%	0.95	zh-CN-XiaoxiaoNeural	calm	+1%	0.93
謎のヒロインXX	谜之女主角XX		auto_9ce2f11bbb_jp	auto_9ce2f11bbb_cn	female_mystic	川澄綾子	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=foreigner	ja-JP-NanamiNeural		-1%	0.93	zh-CN-XiaoxiaoNeural	calm	+2%	0.91
シトナイ	志度内		auto_50aa591255_jp	auto_50aa591255_cn	female_shadow	門脇舞以	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=alterEgo	ja-JP-NanamiNeural		-4%	0.92	zh-CN-XiaoxiaoNeural	serious	-1%	0.91
項羽	项羽		auto_b92afa5696_jp	auto_b92afa5696_cn	male_gruff	山寺宏一	male	rough,proud,heavy	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=berserker	ja-JP-DaichiNeural		-10%	0.96	zh-CN-YunyeNeural	disgruntled	-7%	0.92
蘭陵王	兰陵王		auto_ebba22e595_jp	auto_ebba22e595_cn	male_heroic	森なな子	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=saber	ja-JP-DaichiNeural		-2%	0.97	zh-CN-YunyeNeural	serious	-5%	0.95
秦良玉	秦良玉		auto_a598ea7134_jp	auto_a598ea7134_cn	female_noble	下屋則子	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=lancer	ja-JP-AoiNeural		+3%	0.99	zh-CN-XiaoxiaoNeural	serious	-1%	0.98
始皇帝	始皇帝		auto_80dcbc0d9a_jp	auto_80dcbc0d9a_cn	male_heroic	福山潤	unknown	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=ruler	ja-JP-DaichiNeural		-4%	0.99	zh-CN-YunyeNeural	serious	-4%	0.98
虞美人	虞美人		auto_425d7a2f45_jp	auto_425d7a2f45_cn	female_mystic	伊瀬茉莉也	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=assassin	ja-JP-NanamiNeural		0%	0.95	zh-CN-XiaoxiaoNeural	calm	-4%	0.96
赤兎馬	赤兔马		auto_e902620e14_jp	auto_e902620e14_cn	male_heroic	緑川光	male	heroic,firm,strong	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=rider	ja-JP-DaichiNeural		-4%	1.02	zh-CN-YunyeNeural	serious	-6%	0.96
ブラダマンテ	布拉达曼特		auto_307fcca7aa_jp	auto_307fcca7aa_cn	female_noble	森永千才	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=lancer	ja-JP-AoiNeural		+3%	0.99	zh-CN-XiaoxiaoNeural	serious	+3%	0.96
紅閻魔	红阎魔		auto_f005d35ef5_jp	auto_f005d35ef5_cn	female_noble	久野美咲	female	noble,formal,commanding	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=saber	ja-JP-AoiNeural		-3%	0.97	zh-CN-XiaoxiaoNeural	serious	+1%	1.00
紅閻魔・オルタ	红阎魔·Alter		auto_2bb6e60554_jp	auto_2bb6e60554_cn	alter_shadow		neutral	dark,controlled,severe	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-6%	0.92	zh-CN-YunxiNeural	serious	-6%	0.91
美遊・エーデルフェルト	美游·艾德费尔特	美遊エーデルフェルト|エーデルフェルト|艾德费尔特	auto_ab0c958f38_jp	auto_ab0c958f38_cn	female_mystic	名塚佳織＆かかずゆみ	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=caster	ja-JP-NanamiNeural		-2%	0.91	zh-CN-XiaoxiaoNeural	calm	+2%	0.91
紫式部	紫式部		auto_e723f506bb_jp	auto_e723f506bb_cn	female_mystic	茅野愛衣	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=caster	ja-JP-NanamiNeural		-4%	0.95	zh-CN-XiaoxiaoNeural	calm	-4%	0.91
キングプロテア	Kingprotea		auto_9f715746c6_jp	auto_9f715746c6_cn	female_shadow	潘めぐみ	female	dark,controlled,severe	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=alterEgo	ja-JP-NanamiNeural		-2%	0.92	zh-CN-XiaoxiaoNeural	serious	-1%	0.96
プロテア	Protea		auto_1cdd9a01c0_jp	auto_1cdd9a01c0_cn	female_mystic		female	mystic,soft,measured	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NanamiNeural		0%	0.95	zh-CN-XiaoxiaoNeural	calm	-2%	0.94
キングプロテア・オルタ	Kingprotea·Alter	キングプロテア|Kingprotea	auto_d377796a41_jp	auto_d377796a41_cn	alter_shadow		neutral	dark,controlled,severe	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-3%	0.95	zh-CN-YunxiNeural	serious	-8%	0.94
プロテア・オルタ	Protea·Alter	プロテア|Protea	auto_4eb2d2637d_jp	auto_4eb2d2637d_cn	alter_shadow		neutral	dark,controlled,severe	auto		auto draft; tune in term_builder/character_voice_overrides.tsv	ja-JP-NaokiNeural		-2%	0.92	zh-CN-YunxiNeural	serious	-3%	0.92
カーマ	迦摩		auto_8cba7a31c2_jp	auto_8cba7a31c2_cn	female_mystic	下屋則子	female	mystic,soft,measured	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=assassin	ja-JP-NanamiNeural		-4%	0.93	zh-CN-XiaoxiaoNeural	calm	+1%	0.93
ビーストⅢ／L	BeastⅢ/L	ビーストIII/L	auto_e0c98bb85a_jp	auto_e0c98bb85a_cn	female_gentle	下屋則子	female	gentle,kind,youthful	atlas	https://api.atlasacademy.io/export/JP/nice_servant_lore.json	atlas metadata; auto voice draft; tune in term_builder/character_voice_overrides.tsv; atlas class=beastIIIL	ja-JP-NanamiNeural	chat	+4%	0.96	zh-CN-XiaoxiaoNeural	gentle	+4%	1.01
