raw_name_box	name_box	count
K：モリアーティ（ヤング）	モリアーティ（ヤング）	9
P：山南敬助	山南敬助	9
F：壱与	壱与	9
S：駒姫	駒姫	9
N：グレイ	グレイ	9
B：久坂玄瑞	久坂玄瑞	9
I：太公望	太公望	9
通りすがりの名も無き英霊	通りすがりの名も無き英霊	9
W：アナウンス	アナウンス	9
サバフェス仙人	サバフェス仙人	9
I：呼延灼	呼延灼	9
J：アスクレピオス	アスクレピオス	9
F：委員長	委員長	9
A：【朱之介】=spot[G,A]	【朱之介】	9
商人	商人	9
今魔川代官	今魔川代官	9
土御門泰広	土御門泰広	9
C：カロン	カロン	9
K：シラノ	シラノ	9
M：久遠寺有珠	久遠寺有珠	9
E：カレンちゃん	カレンちゃん	9
夢をみている男	夢をみている男	9
V：シーボルト	シーボルト	9
J：坂田金時	坂田金時	9
H：黄天祥	黄天祥	9
R：ロウヒ	ロウヒ	9
B：トントゥ	トントゥ	9
H：[FFFFFF]ランスロット	ランスロット	9
K：黒姫	黒姫	9
M：おみぃさん	おみぃさん	9
K：アスクレピオス	アスクレピオス	9
V：小野小町	小野小町	9
東洋の客Ｂ	東洋の客Ｂ	9
B：ジニー	ジニー	9
H：インドラ	インドラ	9
サメ兵士Ａ	サメ兵士Ａ	9
P：大統領	大統領	9
常連客の猟師	常連客の猟師	9
N：織田信長	織田信長	9
マガツ茶々ノカミ	マガツ茶々ノカミ	9
宣伝マン	宣伝マン	9
綺麗なオカダ	綺麗なオカダ	9
P：松永弾正	松永弾正	9
N：キングエリザ	キングエリザ	9
H：わらし	わらし	9
T：メイヴ（18）=spot[T,W,X,Y]	メイヴ	9
F：オジマンディアス（69）=spot[F,M,N,O]	オジマンディアス	9
A：マシュ（43）=spot[A,X,Y,Z]	マシュ	9
D：フランソワ	フランソワ	9
B：一般兵	一般兵	9
X：リチャード	リチャード	9
I：フランソワ	フランソワ	9
I：ヒッポリュテ	ヒッポリュテ	9
H：ギルガメッシュ	ギルガメッシュ	9
U：ジル・ド・レェ	ジル・ド・レェ	9
E：ゲオルギウス	ゲオルギウス	9
G：アス	アス	9
E：バーヴァン・シー	バーヴァン・シー	9
G：ジル	ジル	8
山の民	山の民	8
ウルク兵士Ａ	ウルク兵士Ａ	8
研究員Ａ	研究員Ａ	8
スタッフＡ	スタッフＡ	8
女海賊Ａ	女海賊Ａ	8
城下の人々	城下の人々	8
G：田助	田助	8
女王の兵士	女王の兵士	8
B：少女	少女	8
警備兵	警備兵	8
D：アマデウス・オルタ	アマデウス・オルタ	8
レイシフト適合者	レイシフト適合者	8
ソールズベリーの兵士・Ｂ	ソールズベリーの兵士・Ｂ	8
庭の衛士	庭の衛士	8
交換屋の妖精	交換屋の妖精	8
カフェ・赤髭の給仕	カフェ・赤髭の給仕	8
C：ウッドワス軍・兵士	ウッドワス軍・兵士	8
店の主人	店の主人	8
戴冠式に向かう妖精たち	戴冠式に向かう妖精たち	8
グロスターの妖精	グロスターの妖精	8
ネモ・マリーン（計測係）	ネモ・マリーン（計測係）	8
E：カール大帝	カール大帝	8
ベッドの上の少年	ベッドの上の少年	8
ネモ・マリーンＣ	ネモ・マリーンＣ	8
E：デイノニクス11兄弟	デイノニクス11兄弟	8
オセロトルたち	オセロトルたち	8
デイノニクス11兄弟・二男	デイノニクス11兄弟・二男	8
多感なるディノス	多感なるディノス	8
M：ビーマ	ビーマ	8
F：サリエリ	サリエリ	8
H：カズラドロップ	カズラドロップ	8
檻の中の市民Ｂ	檻の中の市民Ｂ	8
元帝王パーシマ	元帝王パーシマ	8
G：テノチティトラン・バニー	テノチティトラン・バニー	8
J：裁判長	裁判長	8
G：裁判長	裁判長	8
B：メタトロン・ジャンヌ	メタトロン・ジャンヌ	8
T：[51d4ff]アナウンス[-]	アナウンス	8
I：オルガマリー	オルガマリー	8
E：グランマリー	グランマリー	8
G：ネモ=spot[G,F]	ネモ	8
ステラマリー	ステラマリー	8
N：ウルズ	ウルズ	8
L：オルガマリー	オルガマリー	8
縄で縛られた茨木童子	縄で縛られた茨木童子	8
ケルト兵	ケルト兵	8
G：大黒天	大黒天	8
A：ジナーシャ？	ジナーシャ？	8
F：杉谷善住坊	杉谷善住坊	8
E：モリアーティ	モリアーティ	8
フワワ？	フワワ？	8
キャプテン・キッド	キャプテン・キッド	8
E：市民	市民	8
E：キルケー	キルケー	8
ちびハサン	ちびハサン	8
G：盗賊	盗賊	8
武蔵坊雪斎	武蔵坊雪斎	8
黒田メフィスト	黒田メフィスト	8
A：ブリュンヒルデ	ブリュンヒルデ	8
エジソン君	エジソン君	8
モヒカン	モヒカン	8
[FFFFFF]C：？？？[-]	？？？	8
ネルガル	ネルガル	8
F：お栄	お栄	8
節分女将	節分女将	8
岡っ引き“貌”	岡っ引き“貌”	8
C：龍馬	龍馬	8
E：ロビンフッド	ロビンフッド	8
メイヴ親衛隊	メイヴ親衛隊	8
H：[servantName 202300:新宿のアーチャー:モリアーティ]	モリアーティ	8
D：[servantName 602700:サンタ狙いの女帝:武則天]	武則天	8
D：ブラダマンテ	ブラダマンテ	8
魔猿	魔猿	8
瘤のある老人	瘤のある老人	8
E：エリセ	エリセ	8
C：美遊	美遊	8
F：パールヴァティー？	パールヴァティー？	8
大奥女中Ｂ	大奥女中Ｂ	8
解説	解説	8
兵士？	兵士？	8
ビッグノッブ	ビッグノッブ	8
H：浅井家足軽	浅井家足軽	8
足軽	足軽	8
伊達ジャンヌ・オルタ	伊達ジャンヌ・オルタ	8
蠣崎シトナイ	蠣崎シトナイ	8
E：カーミラ	カーミラ	8
集落の老人	集落の老人	8
O：？？？	？？？	8
B：[FFFFFF]ネモ・マリーン	ネモ・マリーン	8
C：サラリーマン	サラリーマン	8
ファンＡ	ファンＡ	8
暗黒の仔山羊	暗黒の仔山羊	8
アルテラ・ザ・サン（タ）	アルテラ・ザ・サン（タ）	8
C：坂本龍馬	坂本龍馬	8
U：？？？	？？？	8
維新新選組・フジタ	維新新選組・フジタ	8
謎の維新ライダーＭ	謎の維新ライダーＭ	8
おいしい巨大卵	おいしい巨大卵	8
町の住民	町の住民	8
プレシオサウルスくん	プレシオサウルスくん	8
A：仔犬	仔犬	8
謎の平安女子Ａ	謎の平安女子Ａ	8
モリアーティ（アラフィフ）	モリアーティ（アラフィフ）	8
I：デスソードファイア	デスソードファイア	8
屋台の親父	屋台の親父	8
E：ドラコー	ドラコー	8
Q：黒い少女	黒い少女	8
J：[FFFFFF]プトレマイオス[-]	プトレマイオス	8
E：プトレマイオス	プトレマイオス	8
巫女＆神官	巫女＆神官	8
H：新選組隊士	新選組隊士	8
H：兵卒	兵卒	8
G：宮本伊織	宮本伊織	8
怪異	怪異	8
J：逸れのルーラー	逸れのルーラー	8
セバスチャン	セバスチャン	8
G：ワニ親方	ワニ親方	8
イネ	イネ	8
F：エレシュキガル	エレシュキガル	8
M：エレシュキガル	エレシュキガル	8
F：カズラドロップ	カズラドロップ	8
G：黄天爵	黄天爵	8
C：ツタンカーメン	ツタンカーメン	8
『術師』の使い魔	『術師』の使い魔	8
H：ツタンカーメン	ツタンカーメン	8
L：ナウクラテー	ナウクラテー	8
C：トントゥ	トントゥ	8
ネモサンタ（中継）	ネモサンタ（中継）	8
R：ビショーネ	ビショーネ	8
二人=spot[G,H]	二人	8
東洋の客Ａ	東洋の客Ａ	8
C：オデュッセウス・オルタ	オデュッセウス・オルタ	8
K：アイリスフィール	アイリスフィール	8
O：ライネス	ライネス	8
I：パッションリップ	パッションリップ	8
G：大統領	大統領	8
アナウンスの声	アナウンスの声	8
N：ミカ	ミカ	8
Ｕプレジデントシップ	Ｕプレジデントシップ	8
I：松永弾正	松永弾正	8
怪しい男	怪しい男	8
L：藤堂平助	藤堂平助	8
L：魔王信長	魔王信長	8
J：織田信長	織田信長	8
J：藤堂平助	藤堂平助	8
H：？？？=spot[H]	？？？	8
マシュ（43）=spot[A,N,O,P]	マシュ	8
D：ニトクリス（19）=spot[D,M,N,O]	ニトクリス	8
E：ティアマト（16）=spot[E,T,U,V]	ティアマト	8
執事モレー	執事モレー	8
B：マシュ（43）=spot[B,K,L,M]	マシュ	8
D：テュフォン・エフェメロス（14）=spot[D,Q,R,S]	テュフォン・エフェメロス	8
F：フランソワ	フランソワ	8
穢れた騎士達	穢れた騎士達	8
ジャック（アサシン）	ジャック（アサシン）	8
J：千子村正	千子村正	8
1：ネロ	ネロ	8
[51d4ff]アナウンスＢ[-]	アナウンスＢ	7
F：サーヴァント	サーヴァント	7
G：トータ	トータ	7
連合軍兵士	連合軍兵士	7
魔獣	魔獣	7
G：キングゥ	キングゥ	7
第一の門	第一の門	7
魔神ナベリウス	魔神ナベリウス	7
魔神サブナック	魔神サブナック	7
C：魔神フラウロス	魔神フラウロス	7
B：魔神柱	魔神柱	7
[51d4ff]アナウンス	アナウンス	7
部下Ａ	部下Ａ	7
D：田助	田助	7
里の老婆	里の老婆	7
E：雅な芸妓	雅な芸妓	7
F：淑やかな姫君	淑やかな姫君	7
町の人々	町の人々	7
兵士たち	兵士たち	7
軍法務士官	軍法務士官	7
F：警官	警官	7
H：村人	村人	7
レベッカ	レベッカ	7
H：女王の家来	女王の家来	7
[51ffff]アナウンスＡ[-]	アナウンスＡ	7
E：オフェリア	オフェリア	7
G：ムニエル	ムニエル	7
A：コヤンスカヤ	コヤンスカヤ	7
G：ペペロンチーノ	ペペロンチーノ	7
F：マンドリカルド	マンドリカルド	7
G：オリュンポス市民	オリュンポス市民	7
査問官	査問官	7
牛車の中の貴人	牛車の中の貴人	7
京の男	京の男	7
動物のような妖精	動物のような妖精	7
顔のいい妖精	顔のいい妖精	7
D：妖精の行商団	妖精の行商団	7
モース	モース	7
鳥の姿をした妖精	鳥の姿をした妖精	7
I：シェフィールドの衛士	シェフィールドの衛士	7
棚の下に隠れている靴屋の妖精	棚の下に隠れている靴屋の妖精	7
書記官イットリー	書記官イットリー	7
北の妖精	北の妖精	7
ウッドワス軍・兵士	ウッドワス軍・兵士	7
ノクナレア軍・士官	ノクナレア軍・士官	7
見張りの妖精Ａ	見張りの妖精Ａ	7
K：王の氏族になった妖精	王の氏族になった妖精	7
逃げる妖精	逃げる妖精	7
サーヴァントたち	サーヴァントたち	7
S：クラス・アサシン	クラス・アサシン	7
ディノス	ディノス	7
デイノニクス11兄弟・真ん中	デイノニクス11兄弟・真ん中	7
デイノニクス11兄弟・左	デイノニクス11兄弟・左	7
闘士ワクチャン	闘士ワクチャン	7
キングプロテア？	キングプロテア？	7
P：テペウ	テペウ	7
H：警防タイプ筆頭ＡＩ	警防タイプ筆頭ＡＩ	7
P：アーユス	アーユス	7
J：セイバー	セイバー	7
B：ラニ＝Ｋ	ラニ＝Ｋ	7
[image berserker_language_8]	[image berserker_language_8]	7
E：ニトクリス	ニトクリス	7
Q：キリエ	キリエ	7
P：ジャンヌ・オルタ	ジャンヌ・オルタ	7
O：従者の女	従者の女	7
C：伯爵	伯爵	7
A：ジャンヌ・オルタ	ジャンヌ・オルタ	7
仮面の巌窟王	仮面の巌窟王	7
叔母の声	叔母の声	7
仮面の男	仮面の男	7
オールド・ドバイ市民Ａ	オールド・ドバイ市民Ａ	7
帝王パーシマ	帝王パーシマ	7
案内ロボット	案内ロボット	7
E：檻の中の市民Ａ	檻の中の市民Ａ	7
オールド・ドバイ市民Ｂ	オールド・ドバイ市民Ｂ	7
バスの運転手	バスの運転手	7
L：クレオパトラ	クレオパトラ	7
L：ダンテ	ダンテ	7
F：言峰綺礼	言峰綺礼	7
O：ダ・ヴィンチ	ダ・ヴィンチ	7
マーカス	マーカス	7
L：ミス・クレーン	ミス・クレーン	7
D：俵藤太	俵藤太	7
メジェドｓ	メジェドｓ	7
L：ナポレオン	ナポレオン	7
M：ドゥルガー	ドゥルガー	7
クー・フーリン？	クー・フーリン？	7
高名な武術家の弟子	高名な武術家の弟子	7
セネカ	セネカ	7
若者	若者	7
N：サンチョ	サンチョ	7
E：オジマンディアス	オジマンディアス	7
D：アーサー	アーサー	7
D：ナーサリー・ライム	ナーサリー・ライム	7
F：エミヤ	エミヤ	7
E：燕青	燕青	7
C：[servantName 503400:ミドラーシュのキャスター:シバの女王]	シバの女王	7
教師	教師	7
アステリオス（？）	アステリオス（？）	7
巴御前？	巴御前？	7
松平アーラシュ	松平アーラシュ	7
上杉アルトリア	上杉アルトリア	7
H：全員	全員	7
D：女性	女性	7
教会の少女	教会の少女	7
デビー・クロケット	デビー・クロケット	7
レオニマス一世	レオニマス一世	7
ネルガルの悪意	ネルガルの悪意	7
[servantName 503400:商売人の女王:シバの女王]	シバの女王	7
H：ルビー	ルビー	7
福島エミノリ	福島エミノリ	7
平野えっちゃん	平野えっちゃん	7
G：ロビンフッド	ロビンフッド	7
D：ヒロインＸＸ	ヒロインＸＸ	7
D：ジャンヌ	ジャンヌ	7
D：サーファー	サーファー	7
浜辺のクールガイ	浜辺のクールガイ	7
ミステリアン・サーヴァント２号	ミステリアン・サーヴァント２号	7
H：[servantName 602700:サンタ狙いの女帝:武則天]	武則天	7
E：新ケツァルマスク	新ケツァルマスク	7
達人	達人	7
少女メドゥーサ	少女メドゥーサ	7
A：ラムダ	ラムダ	7
A：山南先生	山南先生	7
D：言峰神父	言峰神父	7
C：黒姫	黒姫	7
C：フローラ	フローラ	7
D：フローラ	フローラ	7
A：リチャード	リチャード	7
B：鬼柴田	鬼柴田	7
E：家老マシュ	家老マシュ	7
大魔王オキタ・オルタ	大魔王オキタ・オルタ	7
ＳＰ１	ＳＰ１	7
D：ラムダ	ラムダ	7
スペースモッヒー	スペースモッヒー	7
C：Ｘ	Ｘ	7
G：アシュタレト	アシュタレト	7
ミスター・チンの声	ミスター・チンの声	7
アマゾネスＣ	アマゾネスＣ	7
集落の人	集落の人	7
偽の壱与	偽の壱与	7
H：卑弥呼	卑弥呼	7
クー・フーリン＆子ギル＆マシュ	クー・フーリン＆子ギル＆マシュ	7
マネージャー人形	マネージャー人形	7
ファンＢ	ファンＢ	7
音怨リーダー・ソロウ	音怨リーダー・ソロウ	7
D：アナスタシア	アナスタシア	7
K：清少納言	清少納言	7
水着カッツ	水着カッツ	7
D：エリザベート	エリザベート	7
レアお菓子ゴーレム	レアお菓子ゴーレム	7
神官	神官	7
O：サンソン	サンソン	7
S：メドゥーサ	メドゥーサ	7
O：モードレッド	モードレッド	7
コスモギルガメス	コスモギルガメス	7
O：スペース・オデュッセウス	スペース・オデュッセウス	7
D：リンド	リンド	7
三姉妹	三姉妹	7
五人	五人	7
Q：沖田総司	沖田総司	7
伝令お茶ノッブ	伝令お茶ノッブ	7
釈妙英	釈妙英	7
E：歌舞伎弁士・阿国	歌舞伎弁士・阿国	7
L：呼延灼	呼延灼	7
ドレイク？	ドレイク？	7
魔神柱？	魔神柱？	7
魔獣フラウロス	魔獣フラウロス	7
クー・フーリン・オルタ？	クー・フーリン・オルタ？	7
M：ミス・ブーツライン	ミス・ブーツライン	7
U：[FFFFFF]プトレマイオス[-]	プトレマイオス	7
N：オベロン	オベロン	7
暴徒たち	暴徒たち	7
黒犬	黒犬	7
B：【㭍六】=spot[J,B]	【㭍六】	7
沖田巡査長	沖田巡査長	7
G：紅玉の書	紅玉の書	7
H：大黒天	大黒天	7
K：久遠寺有珠	久遠寺有珠	7
O：海幸彦	海幸彦	7
I：エレシュキガル	エレシュキガル	7
K：パッションリップ	パッションリップ	7
B：マシュの声	マシュの声	7
F：パッションリップ	パッションリップ	7
E：黄天禄	黄天禄	7
T：ロウヒ	ロウヒ	7
C：アルクェイド（？）	アルクェイド（？）	7
A：アルクェイド	アルクェイド	7
L：おみぃさん	おみぃさん	7
F：ダンテ	ダンテ	7
B：司馬懿	司馬懿	7
D：サバージオス	サバージオス	7
N：両儀式	両儀式	7
I：サバージオス=spot[I,O]	サバージオス	7
H：司馬懿	司馬懿	7
サメ騎士	サメ騎士	7
G：クリームヒルト	クリームヒルト	7
D：ティアマト	ティアマト	7
U：ジーク	ジーク	7
C：三河屋のハサン	三河屋のハサン	7
常連客Ａ	常連客Ａ	7
P：レイヴン	レイヴン	7
ボンバーノッブ	ボンバーノッブ	7
I：Ｕプレジデントシップ	Ｕプレジデントシップ	7
爆発した女	爆発した女	7
G：藤堂平助	藤堂平助	7
B：マガツ弾正=spot[B,Y]	マガツ弾正	7
カブキマスター阿国	カブキマスター阿国	7
E：マガツ利休ノカミ	マガツ利休ノカミ	7
H：古代火星人	古代火星人	7
古代火星人Ａ	古代火星人Ａ	7
O：メカエリチャンⅡ号機	メカエリチャンⅡ号機	7
L：終わりのエリザベート	終わりのエリザベート	7
太陽のパリス	太陽のパリス	7
B：メカエリチャンⅡ号機	メカエリチャンⅡ号機	7
G：河上彦斎	河上彦斎	7
I：花咲翁	花咲翁	7
O：フローラ	フローラ	7
A：ジャンヌ・オルタ・サンタ・リリィ（11）=spot[A,R,S,T]	ジャンヌ・オルタ・サンタ・リリィ	7
黒髭（45）=spot[M,N,O,P]	黒髭	7
黒髭（45）=spot[C,M,N,O]	黒髭	7
F：黒髭（45）=spot[F,T,U,V]	黒髭	7
F：伊吹童子（22）=spot[F,T,U,V]	伊吹童子	7
G：柳生但馬守（02）=spot[G,N,O,P]	柳生但馬守	7
C：茨木童子（13）=spot[C,Q,R,S]	茨木童子	7
I：宮本伊織（31）=spot[I,N,O,P]	宮本伊織	7
G：[DA4A67]電話の主[-]	電話の主	7
J：オルガマリー	オルガマリー	7
マシュ（43）=spot[B,K,L,M]	マシュ	7
源頼光（19）=spot[I,K,L,M]	源頼光	7
I：源頼光（19）=spot[I,K,L,M]	源頼光	7
C：黒獅子	黒獅子	7
E：エルキドゥ	エルキドゥ	7
K：ペンテシレイア	ペンテシレイア	7
G：サーヴァント	サーヴァント	6
ジャック・ザ・リッパー	ジャック・ザ・リッパー	6
難民の子供	難民の子供	6
聖都軍兵士Ｂ	聖都軍兵士Ｂ	6
連合軍兵士たち	連合軍兵士たち	6
シュメル人	シュメル人	6
第四の門	第四の門	6
ベル・ラフム	ベル・ラフム	6
第五の門	第五の門	6
ウルク門番	ウルク門番	6
魔神オセ	魔神オセ	6
魔神フォルネウス	魔神フォルネウス	6
ボンベ	ボンベ	6
D：Dr.ロマン	Dr.ロマン	6
C：魔神グシオン	魔神グシオン	6
C：魔神クロケル	魔神クロケル	6
C：スタッフＢ	スタッフＢ	6
チンピラＢ	チンピラＢ	6
D：スタッフＡ	スタッフＡ	6
D：スタッフＢ	スタッフＢ	6
レジスタンス男	レジスタンス男	6
E：男	男	6
C：田助	田助	6
B：女の子	女の子	6
D：アーチャー・インフェルノ	アーチャー・インフェルノ	6
一枚摺売り	一枚摺売り	6
E：田助	田助	6
G：軍判事	軍判事	6
ルドルフ	ルドルフ	6
H：メディア《マタ・ハリ》	メディア《マタ・ハリ》	6
F：少女	少女	6
瀕死のカーター《ラウム》	瀕死のカーター《ラウム》	6
G：アビゲイル	アビゲイル	6
C：マシュ《プロンプト》	マシュ《プロンプト》	6
牧師《食屍鬼》	牧師《食屍鬼》	6
C：銀角	銀角	6
批評家	批評家	6
劇場高級会員	劇場高級会員	6
D：コヤンスカヤ	コヤンスカヤ	6
C：神父	神父	6
農婦Ｂ	農婦Ｂ	6
A：始皇帝	始皇帝	6
[9bb9ff]？？？[-]	？？？	6
E：ヘラクレス島住民	ヘラクレス島住民	6
G：シャルロット・コルデー	シャルロット・コルデー	6
I：ニコラ・テスラ？	ニコラ・テスラ？	6
P：マシュ	マシュ	6
ヘファイストス	ヘファイストス	6
O：人工知能	人工知能	6
中国の馬	中国の馬	6
[B86349]プロメテウス＝ヘファイストス[-]	プロメテウス＝ヘファイストス	6
B：[93CA76]空中の文字[-]	空中の文字	6
轍の嬰児	轍の嬰児	6
C：オベロン	オベロン	6
土の妖精	土の妖精	6
牙の妖精	牙の妖精	6
人間の兵士	人間の兵士	6
円卓軍の伝令兵	円卓軍の伝令兵	6
外で集まっている妖精たち	外で集まっている妖精たち	6
恰幅のいい人間	恰幅のいい人間	6
ウッドワス軍・伝令兵	ウッドワス軍・伝令兵	6
魔術師マーリン	魔術師マーリン	6
ジェニー	ジェニー	6
J：バーゲスト	バーゲスト	6
反乱軍の兵士	反乱軍の兵士	6
兵士の声Ａ	兵士の声Ａ	6
騎士の声	騎士の声	6
N：オーロラの声	オーロラの声	6
ネモ・マリーン（観測手・左）	ネモ・マリーン（観測手・左）	6
[FFFFFF]A：？？？[-]	？？？	6
O：クラス・アサシン	クラス・アサシン	6
マシュ＆ハベトロット	マシュ＆ハベトロット	6
D：デイノニクス11兄弟	デイノニクス11兄弟	6
C：デイノニクス11兄弟	デイノニクス11兄弟	6
E：デイノニクス11兄弟・真ん中	デイノニクス11兄弟・真ん中	6
G：デイノニクス11兄弟・七男	デイノニクス11兄弟・七男	6
F：ラスプーチン	ラスプーチン	6
デイノニクス11兄弟・三男	デイノニクス11兄弟・三男	6
うなずくディノス	うなずくディノス	6
J：うなずいていたディノス	うなずいていたディノス	6
F：テペウ	テペウ	6
B：テペウ	テペウ	6
カルデア職員Ｃ	カルデア職員Ｃ	6
C：アーユス	アーユス	6
D：メドゥーサ	メドゥーサ	6
不思議そうなディノス	不思議そうなディノス	6
Y：ビーマ	ビーマ	6
C：ラニ＝Ｋ	ラニ＝Ｋ	6
D：ラニ＝Ｋ	ラニ＝Ｋ	6
G：エルロン	エルロン	6
フーカ先生？	フーカ先生？	6
E：サリエリ	サリエリ	6
E：平景清	平景清	6
C：巌窟王モンテ・クリスト	巌窟王モンテ・クリスト	6
騎士団員マッドネス	騎士団員マッドネス	6
S：ＢＢドバイ	ＢＢドバイ	6
檻の中の市民たち	檻の中の市民たち	6
D：テノチティトラン・バニー	テノチティトラン・バニー	6
J：ハサラ	ハサラ	6
檻の中の市民Ａ	檻の中の市民Ａ	6
N：バーソロミュー	バーソロミュー	6
I：船内ガイド	船内ガイド	6
E：アイリーン	アイリーン	6
B：言峰綺礼	言峰綺礼	6
J：リリス	リリス	6
D：スペース・エレシュキガル	スペース・エレシュキガル	6
ムーン・ドバイ市民Ｂ	ムーン・ドバイ市民Ｂ	6
あるムーン・ドバイ市民	あるムーン・ドバイ市民	6
N：ヨハンナ	ヨハンナ	6
T：アストライア	アストライア	6
G：リリス	リリス	6
P：モリアーティ	モリアーティ	6
B：伯爵	伯爵	6
G：マリスビリー	マリスビリー	6
F：オルガマリー	オルガマリー	6
W：マシュ=spot[U,F]	マシュ	6
かすれた声	かすれた声	6
M：Ｘ・オルタ	Ｘ・オルタ	6
E：ツタンカーメン	ツタンカーメン	6
B：テスカトリポカ	テスカトリポカ	6
A：ときこ=spot[J,A]	ときこ	6
B：ムニエル	ムニエル	6
C：ウルズ	ウルズ	6
F：ウルズ	ウルズ	6
Q：エジソン	エジソン	6
D：コン	コン	6
ネモたち	ネモたち	6
極悪非道の盗賊	極悪非道の盗賊	6
H：コン	コン	6
名状しがたき異形	名状しがたき異形	6
ランスロット？	ランスロット？	6
A：エミヤ・オルタ	エミヤ・オルタ	6
G：モリアーティ	モリアーティ	6
L：カーリー	カーリー	6
F：大黒天	大黒天	6
A：葛飾北斎	葛飾北斎	6
Dr．ロマン	Dr．ロマン	6
F：イシュタル	イシュタル	6
D：マスク・ド・バリツ	マスク・ド・バリツ	6
K：コンスタンティノス	コンスタンティノス	6
ファウスト	ファウスト	6
H：クー・フーリン	クー・フーリン	6
ロード・エルメロイⅡ世	ロード・エルメロイⅡ世	6
H：[FFFFFF]カーマ	カーマ	6
C：ダ・ヴィンチ	ダ・ヴィンチ	6
真人始皇帝	真人始皇帝	6
アマデウス仮面	アマデウス仮面	6
竹中アンデルセン	竹中アンデルセン	6
良いノッブ	良いノッブ	6
G：両儀式	両儀式	6
死霊	死霊	6
羊	羊	6
布団	布団	6
看護師	看護師	6
A：鈴鹿御前	鈴鹿御前	6
不夜城のキャスター	不夜城のキャスター	6
ドゥン・スタリオン	ドゥン・スタリオン	6
G：お栄	お栄	6
チョコラミス	チョコラミス	6
カルデア職員（男性）	カルデア職員（男性）	6
D：沖田総司	沖田総司	6
A：アヴェンジャー・淀	アヴェンジャー・淀	6
加藤書文	加藤書文	6
D：織田信勝	織田信勝	6
E：名も無きカメラマンのみなさん	名も無きカメラマンのみなさん	6
サバフェス海賊	サバフェス海賊	6
少女騎士	少女騎士	6
エジソン兵	エジソン兵	6
千歳市民の男の子	千歳市民の男の子	6
ハンバーグの鬼	ハンバーグの鬼	6
町民Ａ	町民Ａ	6
G：マルタ	マルタ	6
謎の宣教師Ａ	謎の宣教師Ａ	6
A：虎面の怪	虎面の怪	6
D：雀	雀	6
天魔武蔵	天魔武蔵	6
Ｘ・オルタ・オーバーロード	Ｘ・オルタ・オーバーロード	6
謎のディーラーΛ	謎のディーラーΛ	6
シンベエ	シンベエ	6
H：リンド	リンド	6
B：ワンジナ	ワンジナ	6
銀河警察	銀河警察	6
F：ヤマトタケル	ヤマトタケル	6
B：呼延灼	呼延灼	6
V：ネモ・プロフェッサー	ネモ・プロフェッサー	6
B：リチャード	リチャード	6
C：あちらのお客さま	あちらのお客さま	6
大奥女中Ｃ	大奥女中Ｃ	6
ダイゾー	ダイゾー	6
摩玖主大本尊	摩玖主大本尊	6
D：マックスウェル	マックスウェル	6
前田クー・フーリン・オルタ	前田クー・フーリン・オルタ	6
A：足軽沖田さん	足軽沖田さん	6
真田エミ幸	真田エミ幸	6
源義経	源義経	6
I：葛飾北斎	葛飾北斎	6
I：カーミラ	カーミラ	6
B：葛飾北斎	葛飾北斎	6
C：葛飾北斎	葛飾北斎	6
音声ガイド	音声ガイド	6
F：アシュタレト	アシュタレト	6
B：イシュタル	イシュタル	6
手下達	手下達	6
市民Ｃ	市民Ｃ	6
非モテ警察達	非モテ警察達	6
メジェド？	メジェド？	6
C：エリセ	エリセ	6
埴輪ノッブ	埴輪ノッブ	6
狗神	狗神	6
悪夢のウィリアム	悪夢のウィリアム	6
虞美人ｓ	虞美人ｓ	6
ネモ・マリーン（偽）	ネモ・マリーン（偽）	6
幸寿前	幸寿前	6
E：？？？（二人目）	？？？（二人目）	6
D：エロース	エロース	6
アキバガードＡ	アキバガードＡ	6
M：メイド	メイド	6
L：市民	市民	6
中岡慎太郎	中岡慎太郎	6
E：お国	お国	6
A：フェイカー	フェイカー	6
住民Ａ	住民Ａ	6
P：アルジュナ・オルタ	アルジュナ・オルタ	6
O：メドゥーサ	メドゥーサ	6
コンたち	コンたち	6
P：コン	コン	6
Q：コン	コン	6
キングプレシオサウルスくん？	キングプレシオサウルスくん？	6
D：ニンジャ	ニンジャ	6
D：《自由を求める者》	《自由を求める者》	6
犬士たち	犬士たち	6
ネモ・アスクレピオス	ネモ・アスクレピオス	6
ネモ・レディ・アヴァロン	ネモ・レディ・アヴァロン	6
ボイジャー（イアソン）	ボイジャー（イアソン）	6
検使	検使	6
T：マシュ	マシュ	6
花の魔術師	花の魔術師	6
J：モレー	モレー	6
黒髭？	黒髭？	6
バビロン兵	バビロン兵	6
N：モレー	モレー	6
A：魔獣ドラコー	魔獣ドラコー	6
魔獣ナベリウス	魔獣ナベリウス	6
H：プトレマイオス	プトレマイオス	6
祭神の巫女	祭神の巫女	6
ニワトコ	ニワトコ	6
O：ランスロット	ランスロット	6
C：ゴルドルフ	ゴルドルフ	6
B：伊東甲子太郎	伊東甲子太郎	6
F：由井正雪	由井正雪	6
宮本伊織？	宮本伊織？	6
B：宮本伊織	宮本伊織	6
I：かしんこちゃん	かしんこちゃん	6
J：静希草十郎	静希草十郎	6
K：静希草十郎	静希草十郎	6
J：杉谷	杉谷	6
ヨシスケ	ヨシスケ	6
D：男性	男性	6
S：乙姫清姫	乙姫清姫	6
K：日比乃ひびき	日比乃ひびき	6
U：乙姫清姫	乙姫清姫	6
トレーナーのお兄さん	トレーナーのお兄さん	6
