speaker_id	aliases	voice_type	cn_voice_name	cn_style	cn_pitch	cn_rate	cn_volume
観客	観客	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
市民Ａ	市民Ａ	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
ランサーのマスター	ランサーのマスター	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
黄天化	黄天化	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
ワニ兵士	ワニ兵士	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
妖精の行商団	妖精の行商団	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
ローマ兵	ローマ兵	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
黒騎士	黒騎士	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
ひび割れた男	ひび割れた男	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
神霊アストライア	神霊アストライア	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
ゴッド・ブレス・エジソン	ゴッド・ブレス・エジソン	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
真田エミ村	真田エミ村	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
ゴリウー系女王	ゴリウー系女王	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
虎名主	虎名主	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
フジツボ	フジツボ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
ミス・クレーン（本質体）	ミス・クレーン（本質体）	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
チョコレートの精霊	チョコレートの精霊	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
テオ＝ツタンカーメン	テオ＝ツタンカーメン	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
プレラーティズ	プレラーティズ	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
アスカラポス＝アケローン	アスカラポス＝アケローン	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
真紅の大武者	真紅の大武者	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
クアウトリ	クアウトリ	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
開祖の霊	開祖の霊	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
謎の少年	謎の少年	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
水着沖田さん	水着沖田さん	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
セレブな客Ａ	セレブな客Ａ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
カール大帝	カール大帝	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
男の子	男の子	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
冷ややかな剣鬼	冷ややかな剣鬼	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
牧師	牧師	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
７人目の妖精	７人目の妖精	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
王の氏族たち	王の氏族たち	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
ハーゲン	ハーゲン	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
マックスウェルの悪魔	マックスウェルの悪魔	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
紳士と獅子	紳士と獅子	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
クリシュナ	クリシュナ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
隊士	隊士	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
Ｚ	Ｚ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
武士	武士	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
北斎の娘	北斎の娘	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
雀（五官）	雀（五官）	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
真祖の姫	真祖の姫	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
玉兎輝夜	玉兎輝夜	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
従業員	従業員	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
クリストファー	クリストファー	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
スパルタクスＰ・Ｘ	スパルタクスＰ・Ｘ	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
神秘的な美女	神秘的な美女	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
第七天魔王ノブナカッツ	第七天魔王ノブナカッツ	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
チカちゃん	チカちゃん	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
ガブリエラ	ガブリエラ	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
量産型コロンブス	量産型コロンブス	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
お捨	お捨	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
男の声	男の声	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
ノリッジの憲兵	ノリッジの憲兵	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
ネモ・マリーンＡ	ネモ・マリーンＡ	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
ご隠居	ご隠居	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
格ロエさん	格ロエさん	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
黒コートの男	黒コートの男	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
ＢＢペレ	ＢＢペレ	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
黄天爵	黄天爵	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
【朱之介】	【朱之介】	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
ラニ＝Ｋ	ラニ＝Ｋ	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
難民の女性	難民の女性	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
ウル市民	ウル市民	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
オリュンポスの双子	オリュンポスの双子	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
村長	村長	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
失意のあなた	失意のあなた	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
ゲーリュオーン	ゲーリュオーン	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
スペーストシゾー	スペーストシゾー	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
スターシップ・アフロディーテ	スターシップ・アフロディーテ	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
スターシップ・デメテル	スターシップ・デメテル	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
キャスター・リンボ？	キャスター・リンボ？	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
光秀	光秀	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
第六天魔王・明智光秀	第六天魔王・明智光秀	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
奄美少将	奄美少将	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
ライトアーム課長	ライトアーム課長	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
高千穂の大蛇	高千穂の大蛇	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
店員さん	店員さん	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
謎の老婆	謎の老婆	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
オリュンポス兵	オリュンポス兵	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
エレノアの父	エレノアの父	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
黄天禄	黄天禄	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
ＸＸ	ＸＸ	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
ぐっ様人形	ぐっ様人形	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
ヘスティア島住民	ヘスティア島住民	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
船員“眼帯”	船員“眼帯”	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
ペルセイス島の狩人	ペルセイス島の狩人	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
赤髪の妖精	赤髪の妖精	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
過去のジキル	過去のジキル	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
謎の影Ａ	謎の影Ａ	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
キザな蛇竜人	キザな蛇竜人	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
チンピラＡ	チンピラＡ	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
ネモ・マリーンＢ	ネモ・マリーンＢ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
ダーク・ラン	ダーク・ラン	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
九紋龍史進	九紋龍史進	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
楊貴妃Ａ	楊貴妃Ａ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
伊吹姉さん	伊吹姉さん	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
楊貴妃Ｂ	楊貴妃Ｂ	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
シェフィールドの衛士	シェフィールドの衛士	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
観光客Ａ	観光客Ａ	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
魔神柱	魔神柱	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
バーサーク・セイバー	バーサーク・セイバー	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
ジウスドゥラ	ジウスドゥラ	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
魔神ラウム	魔神ラウム	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
合成音声	合成音声	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
女王軍・騎士	女王軍・騎士	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
メヒコの王	メヒコの王	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
ロビン	ロビン	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
悪メフィスト	悪メフィスト	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
善メフィスト	善メフィスト	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
ローリー	ローリー	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
本	本	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
ＰＢ	ＰＢ	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
キングサンタ１０８	キングサンタ１０８	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
京極	京極	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
男Ａ	男Ａ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
メイド	メイド	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
サメ兵士	サメ兵士	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
バーサーク・ライダー	バーサーク・ライダー	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
店主	店主	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
老婆	老婆	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
女海賊	女海賊	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
カーター《ラウム》	カーター《ラウム》	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
若武者	若武者	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
牙の氏族の頭	牙の氏族の頭	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
クラス・バーサーカー	クラス・バーサーカー	young_female	zh-CN-XiaoxiaoNeural	cheerful	+3%	1.00	100
穏やかなディノス	穏やかなディノス	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
ナーサリー・ライム（？）	ナーサリー・ライム（？）	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
手紙	手紙	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
毛利メディナリ	毛利メディナリ	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
間桐雁夜	間桐雁夜	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
偽アルテラ	偽アルテラ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
レディ／クロエ	レディ／クロエ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
忠義の鬼	忠義の鬼	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
鬼の従業員	鬼の従業員	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
店員	店員	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
混ざり合った囁き声	混ざり合った囁き声	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
リュウ	リュウ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
交換所の女性	交換所の女性	young_female	zh-CN-XiaohanNeural	gentle	+2%	0.99	100
集落の女性	集落の女性	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
九郎判官源義経	九郎判官源義経	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
家臣	家臣	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
魔獣赫・真体	魔獣赫・真体	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
花心	花心	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
平助の母	平助の母	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
アーテー	アーテー	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
集落の子供	集落の子供	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
技術開発部部長	技術開発部部長	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
友人	友人	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
青髭	青髭	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
星王女エウロペ	星王女エウロペ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
フラン（？）	フラン（？）	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
偽茨木童子	偽茨木童子	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
スズカ	スズカ	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
ミステリアン・サーヴァント１号	ミステリアン・サーヴァント１号	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
警備員	警備員	young_female	zh-CN-XiaoxiaoNeural	cheerful	+3%	1.00	100
ファン	ファン	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
優雅な海賊	優雅な海賊	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
９６８５番	９６８５番	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
田中新兵衛	田中新兵衛	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
アクマ	アクマ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
謎の男	謎の男	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
謎のエリちゃん	謎のエリちゃん	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
フランチェスカ？	フランチェスカ？	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
冥府の王	冥府の王	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
雀蜂	雀蜂	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
ケリィ	ケリィ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
バーサーカーのマスター	バーサーカーのマスター	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
ロボ	ロボ	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
クサントス	クサントス	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
ペルセポネ	ペルセポネ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
オリュンポス正規兵	オリュンポス正規兵	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
Ｕプレジデントシップ	Ｕプレジデントシップ	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
エレティコス	エレティコス	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
人間の衛士	人間の衛士	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
ガウェインの兵士	ガウェインの兵士	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
『太陽の教え』	『太陽の教え』	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
ラストスロット	ラストスロット	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
クリプター	クリプター	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
コロンブス？	コロンブス？	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
ヴィシュヌ	ヴィシュヌ	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
ピエロ	ピエロ	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
臓硯	臓硯	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
鬼壱	鬼壱	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
ワイアット・アープ	ワイアット・アープ	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
謎の護法少女	謎の護法少女	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
スペースナゴン	スペースナゴン	young_female	zh-CN-XiaoxiaoNeural	cheerful	+3%	1.00	100
お茶だ以蔵	お茶だ以蔵	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
山の神	山の神	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
現地人	現地人	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
細い蛇竜人	細い蛇竜人	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
若き騎士	若き騎士	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
サメドレッド	サメドレッド	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
許婚アプスー	許婚アプスー	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
セルハン	セルハン	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
妖精騎士トトロット	妖精騎士トトロット	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
大黒天１号＆２号	大黒天１号＆２号	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
ごろつき	ごろつき	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
パーフェクト・エリザベート	パーフェクト・エリザベート	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
天牛の欠片	天牛の欠片	young_female	zh-CN-XiaohanNeural	gentle	+2%	0.99	100
アヴェンジャー・淀	アヴェンジャー・淀	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
ツチノコたち	ツチノコたち	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
仮面の妖精たち	仮面の妖精たち	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
イリ助さん	イリ助さん	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
ワニ親方	ワニ親方	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
月笑騎士団たち	月笑騎士団たち	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
アサシンの声	アサシンの声	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
真紅の機神	真紅の機神	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
京の女	京の女	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
ムーン・ドバイ市民	ムーン・ドバイ市民	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
巨人	巨人	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
スタッフ（？）	スタッフ（？）	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
ズェピア	ズェピア	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
司会	司会	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
偽信長	偽信長	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
西郷エジモリ	西郷エジモリ	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
桂・テスラ	桂・テスラ	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
バルガス	バルガス	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
長尾為景	長尾為景	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
あふれ出る景清	あふれ出る景清	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
天逆鉾	天逆鉾	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
蘆屋道満（アシスタント）	蘆屋道満（アシスタント）	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
テンシ	テンシ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
加齢怒様	加齢怒様	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
牙の氏族	牙の氏族	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
エレノアの母	エレノアの母	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
謎の声	謎の声	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
ひびき	ひびき	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
少年の声	少年の声	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
優雅な紳士	優雅な紳士	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
機械化兵団	機械化兵団	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
レイシフト適合者	レイシフト適合者	androgynous	zh-CN-YunxiaNeural	calm	+2%	0.99	100
穢れた騎士達	穢れた騎士達	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
クリスティーヌ	クリスティーヌ	androgynous	zh-CN-YunxiNeural	chat	0%	0.98	100
メガロス	メガロス	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
ヤガ市長	ヤガ市長	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
御使い	御使い	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
京の子供	京の子供	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
ディノスたち	ディノスたち	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
謎の剣鬼	謎の剣鬼	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
先生	先生	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
マリー・アントワネット？	マリー・アントワネット？	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
アナスタシア（？）	アナスタシア（？）	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
メフィストフェレス（敵）	メフィストフェレス（敵）	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
シゲルソン	シゲルソン	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
スーパーイシュタル	スーパーイシュタル	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
謎のお手紙	謎のお手紙	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
本物信長	本物信長	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
ドック・キュケオン	ドック・キュケオン	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
呪われし少女幽霊	呪われし少女幽霊	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
謎の影Ｂ	謎の影Ｂ	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
太閤秀吉	太閤秀吉	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
Ｋ・ラスプーチン	Ｋ・ラスプーチン	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
神官黒髭	神官黒髭	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
ペトルス・バルトロメオ	ペトルス・バルトロメオ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
荒野の敗残者	荒野の敗残者	young_female	zh-CN-XiaoxiaoNeural	cheerful	+3%	1.00	100
ディーラー	ディーラー	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
上級市民たち	上級市民たち	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
アキバガード	アキバガード	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
メディア《マタ・ハリ》	メディア《マタ・ハリ》	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
ジャック（アサシン）	ジャック（アサシン）	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
魔神アンドロマリウス	魔神アンドロマリウス	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
アマゾネスＢ	アマゾネスＢ	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
アブサラム	アブサラム	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
２人	２人	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
美しき肉食獣	美しき肉食獣	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
シェフィールドの兵士	シェフィールドの兵士	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
ヴィイ	ヴィイ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
電話の声	電話の声	mature_male	zh-CN-YunfengNeural	serious	-2%	0.96	100
機械化した従業員	機械化した従業員	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
白い礼服の少年	白い礼服の少年	mature_male	zh-CN-YunjianNeural	serious	-3%	0.95	100
狼	狼	mature_female	zh-CN-XiaoxiaoNeural	gentle	0%	0.96	100
ミル・ドスカラス	ミル・ドスカラス	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
獣国の皇女	獣国の皇女	mature_female	zh-CN-XiaoruiNeural	calm	-2%	0.94	100
町同心“八丁堀”	町同心“八丁堀”	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
殺人の鬼	殺人の鬼	mature_female	zh-CN-XiaohanNeural	calm	0%	0.97	100
北斎	北斎	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
シエル先生	シエル先生	mature_male	zh-CN-YunzeNeural	calm	-4%	0.94	100
メディア店長	メディア店長	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
入り口アナウンス	入り口アナウンス	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
工場アナウンス	工場アナウンス	young_male	zh-CN-YunxiaNeural	cheerful	+3%	1.00	100
リースＸＰ	リースＸＰ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
ダーオカ	ダーオカ	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
モブＩ？	モブＩ？	young_female	zh-CN-XiaomengNeural	chat	+5%	1.03	100
現地の古精霊	現地の古精霊	young_male	zh-CN-YunxiNeural	chat	+1%	0.99	100
講釈師	講釈師	young_female	zh-CN-XiaoyiNeural	cheerful	+4%	1.02	100
匿名希望	匿名希望	androgynous	zh-CN-XiaomoNeural	calm	-1%	0.97	100
