jp_name	cn_name_simp	cn_name_trad	count
ゴールデン・ヒュージ・ベアー号	黄金巨熊号	黃金巨熊號	95
謎の富豪			95
エリザベート（ハロウィン）	伊丽莎白（万圣节）	伊莉莎白（萬聖節）	94
ギャラハッド	加拉哈德	加拉哈德	94
ロベール			94
玉兎	玉兔		94
Ｈ・Ｃ・Ａ			94
アサシン	Assassin	Assassin	93
アーロン			93
テノチティトラン・バニー	特诺奇蒂特兰·兔女郎	特諾奇提特蘭．兔女郎	93
ネモ・ベーカリー	尼莫烘焙坊	尼莫烘焙師	93
子供	孩子	孩子	93
バーサーカー	Berserker	Berserker	92
雀	麻雀	麻雀	92
オシリスの塵	奥西里斯之尘	歐西里斯之塵	91
オボロ			91
キャスターのマスター	Caster的御主	Caster的御主	91
サラザール			91
タカスギ			91
耀星のハサン	耀星哈桑	耀星的哈桑	91
アクアマリー	アクアマリー		90
ダークえっちゃん	黑暗小艾	黑暗X醬	90
三人	三人	三人	90
円卓軍の兵士	圆桌军士兵	圓桌軍士兵	89
大黒天１号			89
水着獅子王			89
シュシャ			88
メルセデス			88
スペース・エレシュキガル	太空埃列什基伽勒	太空埃列什基伽勒	87
うりぼう			86
デュボワ夫人			86
白い礼服の少女	身穿白色礼裙的少女	身穿白色禮服的少女	86
おたま	小玉	小玉	85
シートン（？）	西顿（？）	西頓（？）	84
ドーヴ			84
えっちゃん			83
テオ	テオ	西奧	83
人工知能	人工智能	人工智慧	82
衛士長	卫士长	衛士長	82
人斬り新兵衛			81
氷雪の女王	冰雪女王	冰雪女王	81
羊のお兄さん			81
ガルシア			80
マーブル			80
四奸六賊			80
摩玖主大僧正	摩玖主大僧正		80
お虎			79
イシドロ			79
エイリーク	埃里克	埃里克	79
エウリュステウス			79
ナビゲーター	ナビゲーター		79
ヘラクレス	赫拉克勒斯	赫拉克勒斯	79
メイヴ監獄長			79
ＣＥＯ			78
アシュタレト・オリジン			77
デビルカレン	恶魔卡莲	惡魔卡蓮	77
フランケンシュタイン	弗兰肯斯坦	弗蘭肯斯坦	77
幼子	幼童	幼童	77
村長ヤガ	村长雅嘎	村長雅嘎	77
アルクェイド			76
クラス・アーチャー	职阶·弓兵	職階．Archer	76
ダレイオス三世	大流士三世	大流士三世	76
太公望（実況）			76
発明王エジソン	发明王爱迪生	發明王愛迪生	76
ＧＯ			76
【怠惰】	【怠惰】		75
イアソンくん			75
エクター	埃克特	埃克特	75
Ｍ	M	M	75
ヘシアン	黑森	海森	74
海賊Ｃ	海盗C	海盜C	73
長刀の剣士	长刀剑士	長刀劍士	73
クラス・ランサー	职阶·枪兵	職階．Lancer	72
ゴールデンＢＢ	黄金ＢＢ	黃金ＢＢ	72
ニンキガル	宁基伽勒	寧基伽勒	71
ハロウィン騎士			71
ミゲル			71
太刀の男	佩太刀的男子	佩太刀的男子	71
スタッフ	工作人员	工作人員	70
トリストラム	崔斯特拉姆	崔斯特拉姆	70
ニキチッチ（偽）			70
四不相	四不相	四不相	70
エリザ・パヴォニス			69
女	女性	女性	69
絶対勝利のジークフリート			69
セイバー・リリィ	Saber Lily	Saber Lily	68
ユウガオ			68
車掌			68
ＤＸ	ＤＸ	ＤＸ	68
クーちゃん			67
ティーチ	蒂奇	蒂奇！	67
ヴァジュラ			67
摩玖主のキャスター			67
海道覇皇『ウジザネ』			67
ハリエット			66
ミスターＫ			65
呂布	吕布	呂布	65
妹	妹妹	妹妹	65
母	母亲	母親	65
魔性菩薩	魔性菩萨	魔性菩薩	65
《秋葉原》のマスター			64
ナレーション			64
フーカ先生	芙卡老师	芙卡老師	64
プラカシュ	普拉喀什	普拉喀什	64
ヘシアン・ロボ	黑森·罗伯	海森．羅伯	64
猿長者			64
魔王ノッブ			64
アマデウス・オルタ	阿马德乌斯·Alter	阿瑪迪斯・Alter	63
カリオストロ・オルタ	卡利奥斯特罗·Alter	卡廖斯特羅．Alter	63
キニゴス	喀尼戈斯	喀尼戈斯	63
ケイネス			63
ケツァル・コアトル副監獄長			63
異星の巫女？	異星の巫女？	異星巫女？	63
ウィツィロポチトリ	ウィツィロポチトリ	維齊洛波奇特利	62
ジニー			62
概要			62
魔人アーチャー			62
クリス			61
サラリーマン			61
吉田松陰			61
怪人∞面相			61
謎のお兄さん			61
鮮血のウィドウヒルト			61
ウェイバー			60
助六			60
市民	市民	市民	60
機械化兵	机械化士兵	機械化士兵	60
鬼女紅葉	鬼女紅葉	鬼女紅葉	60
%1	%1	%1	59
チャッカリム	查卡里姆	查卡里姆	59
ブリトマート・オルタ	布里托玛特·Alter	布里托瑪特．Alter	59
ミラー	米拉	米拉	59
モーリス			59
名も無きアサシン			59
精悍な青年	精悍的青年	精悍的青年	59
マスカレイド伯爵			58
尊子	尊子	尊子	58
牛魔王	牛魔王	牛魔王	58
アジャイ	阿贾伊	阿賈伊	57
スタルジオ	斯忒尔吉奥		57
レイヴン			57
愉快なライダー	愉快なライダー		57
斬ザブロー	斬ザブロー		57
時空を旅する紳士	时空旅行的绅士	時空旅行的紳士	57
アダムスカ			56
エリザ・アルシア			56
カレンちゃん			56
ジャンヌオルタ	贞德 Alter	貞德．Alter	56
ダゴン			56
竹取の翁			56
Ｓ・ファンタズムーンＶ			56
エリザベートＪＡＰＡＮ			55
カロン			55
ゴッドカレン			55
ハイド	海德	海德	55
メイドイン彦斎			55
レディ			55
神殿音声	神殿语音	神殿語音	55
遊び人の金さん			55
黒いマリー			55
コン	涳	涳	54
シータ	悉多	悉多	54
ドロシー			54
ワグ	瓦格	瓦格	54
孫悟空	孙悟空	孫悟空	54
歳殺神・俵藤太	岁杀神·俵藤太	歲殺神．俵藤太	54
言峰神父			54
遮那王			54
スターシエル	スターシエル		53
ダーニック			53
バーサーク・アサシン	狂化暗匿者	狂化Assassin	53
ミスター・チン			53
ヤガ市民	雅嘎市民	雅嘎市民	53
大黒天２号			53
女性	女性	女性	53
業炎のワタナベ			53
謎の少女			53
農夫Ａ	农夫A	農夫A	53
黒い影	黑影	黑影	53
うりぼう長			52
アマゾネス	亚马逊人	亞馬遜人	52
イシュタリン			52
イシュタル・アシュタレト			52
エルメロイⅡ世（少年）	埃尔梅罗Ⅱ世（少年）	埃爾梅羅（少年）	52
デメテル・オリジン			52
同人仙人			52
名も無きマスター			52
宣教師	传教士	傳教士	52
お猶	阿犹	阿猶	51
オプリチニキ	亲卫队	特轄軍	51
ラフム	拉赫穆	拉赫穆	51
武田信玄	武田信玄		51
門番	门卫		51
キャプテン・スカサハ			50
タラスク			50
マックスウェル	麦克斯韦		50
煉獄オルタ			50
鮫			50
ケイン			49
ベン	本	班	49
謎の青年	谜之青年	謎之青年	49
豹尾神・鈴鹿御前	豹尾神·铃鹿御前	豹尾神．鈴鹿御前	49
徳川ゴルドルフ			48
玉座に集まった妖精たち	聚集在玉座的妖精们	聚集在玉座的妖精們	48
アサシン？	Assassin？	Assassin？	47
アナウンスＡ	广播语音A	廣播語音A	47
エリザ・アスクレウス			47
デイノニクス11兄弟・七男	恐爪龙十一兄弟·老七	恐爪龍十一兄弟．老七	47
今魔川兵			47
妖精の少女	妖精少女	妖精少女	47
SE.RA.PHキアラ			46
アレクセイ	阿列克谢	阿列克謝	46
デメテル？	得墨忒耳？	狄蜜特？	46
船内ガイド	船内导航	船內導航	46
スタッフＢ	工作人员B	工作人員B	45
ルシュド	鲁世德	魯世德	45
ログレス	洛格雷斯		45
妖精の衛士	妖精卫士	妖精衛士	45
謎のアラフィフ			45
魔神フェニクス	魔神菲尼克斯	魔神菲尼克斯	45
ＬＳハンター・パープル			45
アステリオス？	阿斯忒里俄斯？	阿斯忒里翁？	44
カイザー・ノブナガ			44
カーミラ看守			44
ガウェイン・ザ・マッシュ			44
サリエリ先生	萨列里老师	薩里耶利老師	44
スイートウィッチ			44
ソウスケ			44
テスタメント			44
大焔炎伊吹童子			44
天逆神			44
女神コロンビア			44
鬼			44
アニス	安妮丝	阿妮絲	43
教頭	教导主任	教務主任	43
暴君			43
東部の子供たち	东部的孩子们	東部的孩子們	43
機械音声	机械语音	機械語音	43
父親	父親		43
甘い女の声			43
羅刹女	罗刹女	羅剎女	43
黒髭の鬼			43
ちびノブ隊長			42
ミコケル			42
牛若丸？	牛若丸？	牛若丸？	42
農夫Ｂ	农夫B	農夫B	42
電話の主			42
アドリアナ			41
エヴァ			41
サンタズムーン	サンタズムーン		41
ヤガ	雅嘎	雅嘎	41
ルキウス	卢修斯	盧修斯	41
盗賊	盗贼	盜賊	41
蛇庄屋			41
魔・沖田総司	魔·冲田总司	魔．沖田總司	41
お兄さん			40
お瀧さん			40
カジノ魔王			40
カルデア技師	迦勒底技师	迦勒底技師	40
子供Ａ	孩童A	孩童A	40
幼いわたし	年幼的我	年幼的我	40
明里			40
歌川豊国			40
白衣の男性			40
謎の不動産業者			40
「Ｐ」	「P」	「P」	39
クリングゾール	克林索尔	克林索爾	39
ドルセント			39
今川氏真			39
士官			39
猿面の怪			39
難民の男性	男性难民	男性難民	39
とおりすがりの麗人			38
オデュッセウス・オルタ			38
オリュンポス市民	奥林波斯市民	奧林帕斯市民	38
キングサンタ			38
スーパー卑弥呼			38
ビリー・ザ・フラッシュ			38
ランサーオルタ			38
子供Ｂ	孩童B	孩童B	38
沖田さん			38
獅子心王			38
薄幸の巫女忍者			38
コスモキャット・キャット			37
ゴッホの絵筆？	梵高的画笔？	梵谷的畫筆？	37
セリエナ	塞莉耶娜		37
チビドラゴン			37
ブラックサンタ			37
ムラサキ			37
桜セイバー			37
浅井茶々			37
粛正騎士	肃正骑士	肅正騎士	37
足軽沖田さん			37
鞭の鬼			37
talkie			36
ふじのん			36
アスカラポス	阿斯卡拉福斯		36
アヤ＝メル・ケーカ社長			36
アーサメ			36
ジャック（バーサーカー）			36
ティミ	提弥	提彌	36
フードの男	戴着兜帽的男人	戴著兜帽的男人	36
医者	医生	醫生	36
女武者			36
女王騎士			36
机の上の虫	桌上的虫子	桌上的蟲子	36
源満仲	源满仲	源滿仲	36
紅孩児	红孩儿	紅孩兒	36
紅閻魔・オルタ	红阎魔·Alter	紅閻魔．Alter	36
お花			35
アネト号			35
城勤めの武士	城中任职的武士	城中任職的武士	35
女性の声	女性的声音	女性的聲音	35
悪しきガルラ霊			35
騎士ポーチュン	骑士波琼	騎士波瓊	35
テオドリック・オルタ	狄奥多里克·Alter	狄奧多里克．Alter	34
トマス・ドウティ	托马斯·多迪	湯瑪斯‧多迪	34
ナイチンゲール看守			34
モリアーティ（？）	莫里亚蒂（？）	莫里亞蒂（？）	34
ヤガ（子供）	雅嘎（孩童）	雅嘎（孩童）	34
女の子	女孩子	女孩子	34
書記官メルディック	书记官梅尔迪克	書記官梅爾迪克	34
柴田勝家	柴田胜家		34
毛の生えた蛇竜人			34
海賊Ａ	海盗A	海盜Ａ	34
酷吏	酷吏	酷吏	34
鬼柴田			34
がっしりした蛇竜人			33
マスター	御主	御主	33
マーリン（解説）			33
ラニ＝Ｔ	拉妮－Ｔ	拉妮＝Ｔ	33
ロンディニウムの少年	伦蒂尼恩的少年	倫蒂尼恩的少年	33
ヴィクター	维克多	維克多	33
佐々木			33
天の衣	天之衣		33
奇兵隊員			33
工場長			33
折田さん	折田同学	折田同學	33
町民	市民	市民	33
畑の妖精	农田的妖精	農田的妖精	33
盗賊頭			33
罪人	罪人		33
ウィリアム			32
オーロラの声	欧若拉的声音	奧蘿拉的聲音	32
ティテュバ	提图芭	提圖芭	32
トキオミという名の男			32
バーサーク・ランサー	狂化枪兵	狂化Lancer	32
マイク			32
ミノタウロス	弥诺陶洛斯	彌諾陶洛斯	32
ライオンマン			32
南光坊天海			32
男性	男性	男性	32
第１６代将軍・徳川クロフネ			32
謎の黒騎士			32
雨の魔女トネリコ	雨之魔女梣	雨之魔女托內莉可	32
魔獣ルクスリア			32
アマノサカガミ			31
ウィンキー	温基	溫奇	31
トキオミ教授			31
トントゥ			31
ネコアルクＶ			31
バベジン			31
ミズ・ロンドン	伦敦女士	倫敦女士	31
手下の妖女	部下的妖女	部下的妖女	31
源氏郎等	源氏家臣	源氏家臣	31
炎の快男児	火焰的好男儿	火焰的好漢	31
異星の巫女	异星巫女	異星巫女	31
通信記録	通讯记录	通訊紀錄	31
魔猪	魔猪	魔豬	31
お国			30
シドニー・ハーバート	西德尼·赫伯特	席德尼．賀伯特	30
テュフォン			30
ペルセイス島住民	珀耳塞伊斯岛居民	珀耳塞伊斯島居民	30
ローブの人物	穿斗篷的人物	穿斗篷的人物	30
目慈恵怒			30
織田信勝（ノッブIN）			30
羊飼い	牧羊人	牧羊人	30
魔神バアル	魔神巴力	魔神巴力	30
黄金の大武者	黄金大武者	黃金大武者	30
黒いイシュタル？			30
『神父』の使い魔			29
かしんこちゃん			29
カルデアの者	迦勒底之人	迦勒底之人	29
ストリートアイドル・少女Ａ			29
デミ・フェット	迪米·费特	迪米．費特	29
トリムマウ	特里姆玛乌	托利姆瑪鎢	29
トントゥたち			29
ハロバロミア	哈罗巴洛米亚	哈羅巴羅米亞	29
司会者の妖精	司仪妖精	司儀妖精	29
士郎さん			29
大いなる石像神	伟大的石像神		29
小動物			29
暗がりの商人			29
森蘭丸			29
武市半平太			29
観測装置	観測装置		29
超千利休			29
逸れのルーラー			29
黒い少女			29
お姉さん			28
ウァレンティヌス			28
ゴースト	鬼魂	鬼魂	28
セイバー・エンピレオ	Saber Empireo	Saber． Empireo	28
ソールズベリーの兵士・Ａ	索尔兹伯里的士兵A	索爾茲伯里的士兵A	28
ドーガ	多加	多加	28
ヒロインＸ			28
ヘラクレス島住民	赫拉克勒斯岛居民	赫拉克勒斯島居民	28
ホテルスタッフ			28
マリー？	玛丽？	瑪莉？	28
光のコヤンスカヤ	光之高扬斯卡娅	光之高揚斯卡婭	28
名なしの妖精	无名的妖精	無名的妖精	28
太上老君	太上老君	太上老君	28
失意の庭のアルトリア	失意之庭的阿尔托莉雅	失意之庭的阿爾托莉亞	28
女王			28
女魔術師			28
李白	李白	李白	28
獨角兕大王	独角兕大王	獨角兕大王	28
超ベイビィカレン			28
配膳ロボット	配餐机器人	送餐機器人	28
駒鳥			28
魔神フラウロス	魔神佛劳洛斯	魔神佛勞洛斯	28
黒い服の男			28
黒幕			28
ひび割れた男	龟裂的男人	龜裂的男人	27
アスカラポス＝アケローン			27
ゴッド・ブレス・エジソン			27
ゴリウー系女王			27
シリウス	シリウス		27
チョコレートの精霊			27
テオ＝ツタンカーメン			27
フジツボ			27
プレラーティズ			27
ミス・クレーン（本質体）			27
ローマ兵	罗马士兵	羅馬士兵	27
真田エミ村			27
神霊アストライア	神灵阿斯特赖亚	神靈阿斯特蕾亞	27
虎名主			27
観客			27
闇のコヤンスカヤ	暗之高扬斯卡娅	暗之高揚斯卡婭	27
黒騎士	黑骑士	黑騎士	27
エロース			26
クリシュナ	奎师那	奎師那	26
クリストファー			26
サーヴァント	从者	從者	26
スパルタクスＰ・Ｘ			26
ハーゲン	哈根	哈根	26
マックスウェルの悪魔	麦克斯韦妖	馬克士威妖	26
北斎の娘			26
官軍			26
従業員			26
武士			26
牧師	牧师	牧師	26
獣人	兽人	獸人	26
玉兎輝夜			26
王の氏族たち	王之氏族们	王之氏族們	26
真祖の姫			26
真紅の大武者	绯红的大武者	緋紅的大武者	26
神秘的な美女			26
第七天魔王ノブナカッツ			26
紳士と獅子	绅士与狮子	紳士與獅子	26
隊士	队员	隊員	26
雀（五官）			26
７人目の妖精	第七个妖精	第七個妖精	26
Ｚ			26
ウル市民	乌尔市民	烏爾市民	25
オリュンポスの双子	奥林波斯的双胞胎	奧林帕斯的雙胞胎	25
キャスター・リンボ？	Caster Limbo？	Caster．Limbo？	25
クアウトリ	夸乌特利	夸烏特利	25
ゲーリュオーン	革律翁		25
スターシップ・アフロディーテ	星舰·阿佛洛狄忒	星艦．阿芙蘿黛蒂	25
スターシップ・デメテル	星舰·得墨忒耳	星艦．狄蜜特	25
スペーストシゾー	宇宙岁三	宇宙歲三	25
チカちゃん			25
マガツ弾正			25
マスク・ド・バリツ	Masked Baritsu	Masked Baritsu	25
ライトアーム課長			25
光秀			25
兵卒			25
失意のあなた	失意的你	失意的你	25
奄美少将			25
女王の家来	女王的家臣	女王的家臣	25
市民Ａ	市民A	市民A	25
店員さん			25
村長	村长	村長	25
第六天魔王・明智光秀			25
謎の老婆			25
開祖の霊			25
難民の女性	女性难民	女性難民	25
高千穂の大蛇			25
ガブリエラ			24
キザな蛇竜人			24
ペルセイス島の狩人	珀耳塞伊斯岛的猎人	珀耳塞伊斯島的獵人	24
信徒			24
船員“眼帯”	船员“眼带”	船員「眼帶」	24
謎の少年			24
謎の影Ａ			24
赤髪の妖精	红发妖精	紅髮妖精	24
過去のジキル	过去的杰基尔	過去的傑基爾	24
量産型コロンブス			24
お捨			23
キングサンタ１０８			23
ジウスドゥラ	朱苏德拉	朱蘇德拉	23
チンピラＡ	小混混A	小混混A	23
ネモ・マリーンＢ	ネモ・マリーンＢ	尼莫水兵B	23
バーサーク・セイバー	狂化剑士	狂化Saber	23
メヒコの王	メヒコの王		23
ランサーのマスター	Lancer的御主	Lancer的御主	23
ロビン			23
ローリー			23
仔犬			23
合成音声	合成语音	合成語音	23
善メフィスト			23
失意の庭の%1	失意之庭的%1	失意之庭的%1	23
女王軍・騎士	女王军·骑士	女王軍騎士	23
悪メフィスト			23
本			23
水着沖田さん			23
語り手	讲述者	講述者	23
魔神ラウム	魔神劳姆	魔神勞姆	23
ＰＢ			23
ご隠居			22
アビゲイル・サンタ	アビゲイル・サンタ		22
アーテー			22
ウルク市民	乌鲁克市民	烏魯克市民	22
カーター《ラウム》	卡特《劳姆》	卡特《勞姆》	22
キングエリザ			22
クラス・バーサーカー	职阶·狂战士	職階．Berserker	22
ダーク・ラン			22
ナーサリー・ライム（？）	童谣（？）	童謠（？）	22
ネモ・マリーンＡ	ネモ・マリーンＡ	尼莫水兵A	22
ノリッジの憲兵	诺里奇的宪兵	諾里奇的憲兵	22
バーサーク・ライダー	狂化骑兵	狂化Rider	22
ラニ＝Ｂ	拉妮－Ｂ	拉妮＝Ｂ	22
リュウ			22
三河屋のハサン			22
九紋龍史進			22
九郎判官源義経			22
交換所の女性			22
京極			22
偽アルテラ			22
女海賊	女海盗	女海盜	22
家臣			22
平助の母			22
店主	店主	店主	22
店員			22
忠義の鬼			22
手紙			22
毛利メディナリ			22
混ざり合った囁き声			22
牙の氏族の頭	牙之氏族的首领	牙之氏族的首領	22
男の声	男人的声音	男人的聲音	22
穏やかなディノス	温和的迪诺斯	溫和的迪諾斯	22
老婆	老年女性	老年女性	22
花心			22
若武者	年轻武者	年輕武者	22
間桐雁夜	间桐雁夜		22
集落の女性			22
鬼の従業員			22
魔獣赫・真体			22
黄天化			22
アクマ			21
オリュンポス兵	奥林波斯士兵	奧林帕斯士兵	21
スズカ			21
セレブな客Ａ			21
ファン			21
フランチェスカ？			21
フラン（？）	弗兰（？）	弗蘭（？）	21
ミステリアン・サーヴァント１号			21
伊吹姉さん			21
偽茨木童子			21
優雅な海賊			21
冥府の王			21
友人	朋友	朋友	21
司馬懿	晋帝	司馬懿	21
技術開発部部長	技术开发部部长	技術開發部部長	21
星王女エウロペ	星公主欧罗巴	星公主歐羅巴	21
格ロエさん			21
楊貴妃Ａ			21
田中新兵衛	田中新兵卫		21
謎のエリちゃん			21
謎の男			21
警備員			21
警官	警官	警官	21
青髭	蓝胡子	藍鬍子	21
黄天祥			21
黒コートの男			21
９６８５番			21
『太陽の教え』	『太阳的教诲』	『太陽的教誨』	20
お茶だ以蔵			20
エレティコス	埃瑞提科斯	埃瑞提科斯	20
エレノアの父			20
ガウェインの兵士	高文的士兵	高文的士兵	20
クリプター	クリプター		20
ケリィ			20
コロンブス？	コロンブス？	哥倫布？	20
スペースナゴン			20
ピエロ	小丑	小丑	20
マシュ？	玛修？	瑪修？	20
ラストスロット	Last Slot	Last Slot	20
ワイアット・アープ			20
ヴィシュヌ	毗湿奴	毗濕奴	20
人間の衛士	人类卫士	人類衛士	20
子供たち	孩子们	孩子們	20
山の神			20
現地人			20
細い蛇竜人			20
臓硯			20
若き騎士			20
謎の護法少女			20
雀蜂	雀蜂	雀蜂	20
鬼壱			20
あふれ出る景清			19
アサシンの声	Assassin的声音	Assassin的聲音	19
オセロトル	奥塞洛特尔	奧塞洛特爾	19
カール大帝	卡尔大帝	卡爾大帝	19
サメドレッド			19
スタッフ（？）	工作人员（？）		19
ズェピア	ズェピア		19
テンシ			19
ドライノッブ			19
バルガス			19
バーサーカーのマスター	Berserker的御主	Berserker的御主	19
ムーン・ドバイ市民	月球迪拜市民	月球杜拜市民	19
京の女	京城的女人	京城的女人	19
偽信長			19
加齢怒様			19
司会	司仪	司儀	19
天逆鉾			19
巨人	巨人		19
桂・テスラ			19
楊貴妃Ｂ			19
男の子	男孩	男孩	19
男Ａ	男性A	男性A	19
真紅の機神	绯红的机神	緋紅的機神	19
蘆屋道満（アシスタント）			19
西郷エジモリ			19
長尾為景			19
アナスタシア（？）	阿纳斯塔西娅（？）	安娜塔西亞（？）	18
エレノアの母			18
クリスティーヌ	克里斯蒂娜	克麗絲汀	18
シゲルソン	西格森	西格森	18
スーパーイシュタル			18
ディノスたち	迪诺斯们	迪諾斯們	18
ドック・キュケオン			18
ペトルス・バルトロメオ			18
マリー・アントワネット？	玛丽·安托瓦内特？	瑪莉．安東尼	18
メガロス	巨英雄	巨英雄	18
メフィストフェレス（敵）	梅菲斯托费勒斯（敌）	梅菲斯托費勒斯（敵）	18
ヤガ市長	雅嘎市长	雅嘎市長	18
ロボ	罗伯	羅伯	18
京の子供	京城的孩子	京城的孩子	18
先生	大哥	大哥	18
古代火星人			18
呪われし少女幽霊			18
太閤秀吉			18
女の声	女性的声音	女性的聲音	18
御使い	御使	御使	18
本物信長			18
武蔵？	武藏？	武藏？	18
牙の氏族	牙之氏族	牙之氏族	18
神官黒髭			18
荒野の敗残者			18
許婚アプスー			18
謎のお手紙			18
謎の剣鬼	谜之剑鬼	謎之劍鬼	18
謎の影Ｂ			18
黄天爵			18
黄天禄			18
ＢＢペレ			18
Ｋ・ラスプーチン			18
ひびき	响		17
アブサラム	阿布萨隆	阿布薩隆	17
アマゾネスＢ	亚马逊人B	亞馬遜人B	17
オルガマリー？	オルガマリー？	奧爾嘉瑪麗？	17
クサントス	克珊托斯	克珊托斯	17
シェフィールドの兵士	谢菲尔德的士兵	雪菲爾的士兵	17
シェフィールドの衛士	谢菲尔德的卫士	雪菲爾的衛士	17
シエル先生			17
セルハン	塞尔汗	塞爾汗	17
ダーオカ			17
ツチノコ			17
ディーラー			17
ミル・ドスカラス	Mil Dos Caras	Mil Dos Caras	17
メディア店長			17
モブＩ？			17
リースＸＰ			17
ヴィイ	维	Viy	17
入り口アナウンス			17
北斎			17
匿名希望			17
妖精騎士トトロット	妖精骑士特特洛特	妖精騎士特特洛特	17
工場アナウンス			17
機械化した従業員	机械化的员工	機械化的員工	17
殺人の鬼			17
清少納言？	清少纳言？	清少納言？	17
狼	狼		17
獣国の皇女	兽国的皇女	獸國的皇女	17
現地の古精霊			17
町同心“八丁堀”			17
異星の神	异星之神		17
白い礼服の少年	身穿白色礼服的少年	身穿白色禮服的少年	17
美しき肉食獣	美丽的肉食兽	美麗的肉食獸	17
観光客Ａ			17
謎の声			17
講釈師			17
電話の声	电话里的声音	電話裡的聲音	17
魔神アンドロマリウス	魔神安杜马利乌士	魔神安杜馬利烏士	17
２人	两人	兩人	17
２号			17
うりぼうｓ			16
ごろつき			16
オンファム	翁法姆	翁法姆	16
ケツァルマスク？			16
トゥルッフ・トゥルウィス			16
ナーサリー・ライム？	童谣？	童謠？	16
パーフェクト・エリザベート			16
ベックマン	贝克曼	貝克曼	16
メカ学長			16
モルガン（解説）			16
ワニ兵士			16
人影	人影	人影	16
切り離された炎	被分离的火焰	被分離的火焰	16
叔父	叔叔	叔叔	16
土の氏族	土之氏族	土之氏族	16
獣頭の男			16
白龍馬			16
石像	石像	石像	16
管制室スタッフ	管制室工作人员	管制室工作人員	16
罪兵士	罪兵		16
聖都軍兵士	圣都军士兵	聖都軍士兵	16
艦内アナウンス	艦内アナウンス		16
観客Ａ			16
関白秀吉			16
鬼の従業員たち			16
魔獣フォルネウス			16
黒霧纏う騎士達の万雷			16
Ｋ・ラスプーチン（ゲスト解説）			16
アマゾネスＡ	亚马逊人A	亞馬遜人A	15
アロハな男			15
エリザベート（シンデレラ）	伊丽莎白（灰姑娘）	伊莉莎白（Cinderella）	15
オベロン？	奥伯龙？	奧伯隆？	15
オールド・ドバイ自警団	旧迪拜义警团员	舊杜拜巡守隊員	15
キングプレシオサウルスくん			15
キンノブ			15
スルト	スルト		15
タマモキャット１			15
バッファロー・ビル			15
パラケルスス？	帕拉塞尔苏斯？	帕拉塞爾斯？	15
ペルセポネ	珀耳塞福涅		15
ムリアンの声	缪瑞恩的声音	姆莉安的聲音	15
モッヒーエース			15
モルガンの後継者	摩根的继承者	摩根的繼承者	15
ユタ			15
レディ・アヴァロン（レポーター）			15
仮面の英霊	假面英灵	假面英靈	15
僧兵らしき男			15
優雅な紳士			15
図書館管理者	图书馆管理员		15
土田御前	土田御前		15
地球人類	地球人類		15
小為朝			15
少年の声	少年的声音	少年的聲音	15
局長			15
幽霊	幽灵	幽靈	15
御使いたち	御使们	御使們	15
時計			15
歴史研究家マシュ・キリエライト博士			15
毛利メディナガ			15
海賊たち	海盗们	海盜們	15
清姫（？）	清姬（？）	清姬（？）	15
清姫？	清姬？	清姬？	15
盗賊団のボス			15
精悍な男	精悍的男子	精悍的男性	15
綾	绫		15
若き剣士			15
観光客Ｂ			15
観客Ｂ			15
謎のウェイトレス			15
謎の副官			15
酒場の主			15
闇の新選組隊士			15
青岩院			15
魔神ゼパル	魔神桀派	魔神桀派	15
ＸＸ			15
アキバガード			14
オリュンポス正規兵	奥林波斯正规兵	奧林帕斯正規兵	14
オーロラの衛士たち	欧若拉的卫士们	奧蘿拉的衛士們	14
カジノ魔王Ⅱ世			14
カルデアス	カルデアス		14
キュケオーンのキャスター			14
コメント			14
サンタム			14
シェフィールドの妖精	谢菲尔德的妖精	雪菲爾的妖精	14
スポーツジムのお兄さん	健身房的大哥哥	健身房的大哥哥	14
セレブ	名流	名流	14
テオブロマの怪物			14
デイノニクス11兄弟	恐爪龙十一兄弟	恐爪龍十一兄弟	14
ピエール・コーション	皮埃尔·科雄	皮埃爾．科雄	14
ブルジュ・ハリファの声	哈利法塔的声音	哈里發塔的聲音	14
ブーディカ？	布狄卡？	布狄卡？	14
ヤガ盗賊	雅嘎盗贼	雅嘎盜賊	14
ワトソン	华生	華生	14
上級市民たち	上级市民们	上級市民們	14
丸顔の神父	圆脸的神父	圓臉的神父	14
侍女	侍女	侍女	14
修学旅行マシュ			14
偽タマモキャット			14
元気な蛇竜人			14
冷ややかな剣鬼	冷淡的剑鬼	冷淡的劍鬼	14
坂田金時？	坂田金时？	坂田金時？	14
天牛の欠片			14
山吹御前	山吹御前	山吹御前	14
島津セタンタ			14
揺らめく影	摇曳的影子	搖曳的影子	14
末の戦乙女	末位女武神	末位女武神	14
歌う妖精たち	歌唱的妖精们	歌唱的妖精們	14
歳殺神	岁杀神	歲殺神	14
海賊Ｂ	海盗B	海盜Ｂ	14
禿（アビゲイル）	禿童（阿比盖尔）	禿童（艾比蓋兒）	14
肉食獣じみた影	形似肉食兽的影子	形似肉食獸的影子	14
農婦Ａ	农妇A	農婦A	14
近衛騎士	禁卫骑士	禁衛騎士	14
通りすがりのセレブ			14
金角	金角	金角	14
青年			14
魔女			14
魔神柱アンドラス			14
黒い巨人			14
ＢＢナビ			14
【朱之介】			13
おじいさん			13
アヴェンジャー・淀			13
シャイニースター			13
ジャンヌ《マシュ》	贞德《玛修》	貞德《瑪修》	13
