profile_id	provider	locale	voice_name	style	pitch	rate	volume	description
auto_54ebaa9818_jp	azure	ja-JP	ja-JP-NanamiNeural		-1%	0.99	100	Auto female_cool Japanese profile for ナイチンゲール・サンタ
auto_54ebaa9818_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.94	100	Auto female_cool Chinese profile for 南丁格尔·圣诞
auto_909057af66_jp	azure	ja-JP	ja-JP-NaokiNeural		-4%	0.95	100	Auto alter_shadow Japanese profile for クー・フーリン・オルタ
auto_909057af66_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-4%	0.92	100	Auto alter_shadow Chinese profile for 库·丘林·Alter
auto_b8d3b84730_jp	azure	ja-JP	ja-JP-AoiNeural		+1%	0.97	100	Auto female_noble Japanese profile for 女王メイヴ
auto_b8d3b84730_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+1%	0.96	100	Auto female_noble Chinese profile for 女王梅芙
auto_adf9263de3_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.95	100	Auto female_mystic Japanese profile for エレナ・ブラヴァツキー
auto_adf9263de3_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.96	100	Auto female_mystic Chinese profile for 海伦娜·布拉瓦茨基
auto_ae03183dab_jp	azure	ja-JP	ja-JP-DaichiNeural		-5%	1.03	100	Auto male_heroic Japanese profile for ラーマ
auto_ae03183dab_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-6%	1.01	100	Auto male_heroic Chinese profile for 罗摩
auto_5dda1713ff_jp	azure	ja-JP	ja-JP-DaichiNeural		-4%	1.02	100	Auto male_heroic Japanese profile for 李書文
auto_5dda1713ff_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-6%	1.01	100	Auto male_heroic Chinese profile for 李书文
auto_367ae7123c_jp	azure	ja-JP	ja-JP-NaokiNeural		-2%	0.92	100	Auto male_calm Japanese profile for トーマス・エジソン
auto_367ae7123c_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-3%	0.94	100	Auto male_calm Chinese profile for 托马斯·爱迪生
auto_fbfd9cdb08_jp	azure	ja-JP	ja-JP-NaokiNeural		-4%	0.96	100	Auto male_calm Japanese profile for ジェロニモ
auto_fbfd9cdb08_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-5%	0.94	100	Auto male_calm Chinese profile for 杰罗尼莫
auto_e8d5ac03e9_jp	azure	ja-JP	ja-JP-DaichiNeural		-8%	0.97	100	Auto male_gruff Japanese profile for ビリー・ザ・キッド
auto_e8d5ac03e9_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-6%	0.96	100	Auto male_gruff Chinese profile for 比利小子
auto_dde840ae31_jp	azure	ja-JP	ja-JP-NaokiNeural		-7%	0.92	100	Auto alter_shadow Japanese profile for ジャンヌ・オルタ
auto_dde840ae31_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-8%	0.94	100	Auto alter_shadow Chinese profile for 贞德·Alter
auto_a94ad5a747_jp	azure	ja-JP	ja-JP-DaichiNeural		-10%	0.97	100	Auto male_gruff Japanese profile for アンリマユ
auto_a94ad5a747_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-4%	0.94	100	Auto male_gruff Chinese profile for 安哥拉曼纽
auto_c079554b6b_jp	azure	ja-JP	ja-JP-DaichiNeural		-4%	1.03	100	Auto male_heroic Japanese profile for イスカンダル
auto_c079554b6b_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-3%	0.95	100	Auto male_heroic Chinese profile for 伊斯坎达尔
auto_86337d51eb_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.93	100	Auto female_mystic Japanese profile for 百貌のハサン
auto_86337d51eb_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.93	100	Auto female_mystic Chinese profile for 百貌哈桑
auto_65c896cbd2_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+1%	0.98	100	Auto female_gentle Japanese profile for アイリスフィール
auto_65c896cbd2_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	+6%	0.95	100	Auto female_gentle Chinese profile for 爱丽丝菲尔
auto_23b10ea742_jp	azure	ja-JP	ja-JP-NaokiNeural		-1%	0.94	100	Auto male_calm Japanese profile for 天の衣
auto_23b10ea742_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-2%	0.97	100	Auto male_calm Chinese profile for 天之衣
auto_ef924f1379_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+10%	1.07	100	Auto child_light Japanese profile for 酒呑童子
auto_ef924f1379_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+9%	1.07	100	Auto child_light Chinese profile for 酒吞童子
auto_a3d559ed80_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.93	100	Auto female_mystic Japanese profile for 玄奘三蔵
auto_a3d559ed80_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-4%	0.95	100	Auto female_mystic Chinese profile for 玄奘三藏
auto_61fbd80b0d_jp	azure	ja-JP	ja-JP-NanamiNeural		-7%	0.96	100	Auto female_shadow Japanese profile for 源頼光
auto_61fbd80b0d_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-3%	0.95	100	Auto female_shadow Chinese profile for 源赖光
auto_7db3a5e32c_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+4%	1.05	100	Auto child_light Japanese profile for 茨木童子
auto_7db3a5e32c_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+7%	1.02	100	Auto child_light Chinese profile for 茨木童子
auto_5c51eb7232_jp	azure	ja-JP	ja-JP-NaokiNeural		-1%	0.92	100	Auto male_calm Japanese profile for 風魔小太郎
auto_5c51eb7232_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-4%	0.93	100	Auto male_calm Chinese profile for 风魔小太郎
auto_67f477126d_jp	azure	ja-JP	ja-JP-DaichiNeural		-4%	1.03	100	Auto male_heroic Japanese profile for オジマンディアス
auto_67f477126d_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-7%	0.98	100	Auto male_heroic Chinese profile for 奥斯曼狄斯
auto_87bf9a17d8_jp	azure	ja-JP	ja-JP-NanamiNeural		+2%	0.94	100	Auto female_mystic Japanese profile for ニトクリス
auto_87bf9a17d8_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-4%	0.92	100	Auto female_mystic Chinese profile for 尼托克丽丝
auto_91697070e1_jp	azure	ja-JP	ja-JP-DaichiNeural		-5%	0.95	100	Auto male_gruff Japanese profile for トリスタン
auto_91697070e1_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-4%	0.95	100	Auto male_gruff Chinese profile for 崔斯坦
auto_dbd75daf37_jp	azure	ja-JP	ja-JP-DaichiNeural		-7%	0.97	100	Auto male_heroic Japanese profile for ガウェイン
auto_dbd75daf37_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-2%	1.00	100	Auto male_heroic Chinese profile for 高文
auto_e3d83ceef9_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.96	100	Auto female_mystic Japanese profile for 静謐のハサン
auto_e3d83ceef9_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	0%	0.96	100	Auto female_mystic Chinese profile for 静谧哈桑
auto_49d7207425_jp	azure	ja-JP	ja-JP-DaichiNeural		-7%	0.98	100	Auto male_gruff Japanese profile for 俵藤太
auto_49d7207425_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-4%	0.96	100	Auto male_gruff Chinese profile for 俵藤太
auto_e088b2eddc_jp	azure	ja-JP	ja-JP-DaichiNeural		-1%	0.97	100	Auto male_heroic Japanese profile for ベディヴィエール
auto_e088b2eddc_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-5%	0.99	100	Auto male_heroic Chinese profile for 贝德维尔
davinci_bright_female	azure	ja-JP	ja-JP-AoiNeural		+2%	1.08	100	Manual Japanese profile for ダ・ヴィンチ
davinci_cn_cheerful	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+2%	1.06	100	Manual Chinese profile for 达·芬奇
auto_6ca0a4309d_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.93	100	Auto female_mystic Japanese profile for イリヤスフィール・フォン・アインツベルン
auto_6ca0a4309d_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-3%	0.93	100	Auto female_mystic Chinese profile for 伊莉雅丝菲尔·冯·爱因兹贝伦
auto_ac8860cde1_jp	azure	ja-JP	ja-JP-NanamiNeural		-5%	0.99	100	Auto female_cool Japanese profile for クロエ・フォン・アインツベルン
auto_ac8860cde1_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.93	100	Auto female_cool Chinese profile for 克洛伊·冯·爱因兹贝伦
auto_cc937d4d54_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.96	100	Auto female_mystic Japanese profile for クレオパトラ
auto_cc937d4d54_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.96	100	Auto female_mystic Chinese profile for 克娄巴特拉
auto_24611ef5be_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+7%	1.05	100	Auto child_light Japanese profile for ジャンヌ・オルタ・サンタ・リリィ
auto_24611ef5be_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+5%	1.04	100	Auto child_light Chinese profile for 贞德·Alter·圣诞·Lily
auto_0de46ea97e_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.95	100	Auto female_cool Japanese profile for イシュタル
auto_0de46ea97e_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.93	100	Auto female_cool Chinese profile for 伊什塔尔
auto_b8d2f5157e_jp	azure	ja-JP	ja-JP-DaichiNeural		-4%	0.97	100	Auto male_heroic Japanese profile for エルキドゥ
auto_b8d2f5157e_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-3%	0.97	100	Auto male_heroic Chinese profile for 恩奇都
auto_9303cb65ca_jp	azure	ja-JP	ja-JP-AoiNeural		+2%	1.01	100	Auto female_noble Japanese profile for ケツァル・コアトル
auto_9303cb65ca_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+3%	0.95	100	Auto female_noble Chinese profile for 魁札尔·科亚特尔
auto_f19d126a1b_jp	azure	ja-JP	ja-JP-AoiNeural		0%	1.06	100	Auto female_bright Japanese profile for ケツァル・コアトル・サンバ・サンタ
auto_f19d126a1b_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	0%	1.03	100	Auto female_bright Chinese profile for 魁札尔·科亚特尔·桑巴·圣诞
auto_5a306a8f0e_jp	azure	ja-JP	ja-JP-NanamiNeural		-5%	0.91	100	Auto female_shadow Japanese profile for ゴルゴーン
auto_5a306a8f0e_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-4%	0.97	100	Auto female_shadow Chinese profile for 戈耳工
auto_abc22444cc_jp	azure	ja-JP	ja-JP-AoiNeural		+3%	0.99	100	Auto female_noble Japanese profile for ジャガーマン
auto_abc22444cc_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-3%	0.96	100	Auto female_noble Chinese profile for 豹人
auto_a9f4a47719_jp	azure	ja-JP	ja-JP-NanamiNeural		-4%	0.92	100	Auto female_mystic Japanese profile for ティアマト
auto_a9f4a47719_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-2%	0.94	100	Auto female_mystic Chinese profile for 提亚马特
auto_a4d9eb86f9_jp	azure	ja-JP	ja-JP-NaokiNeural		-2%	0.97	100	Auto male_calm Japanese profile for マーリン
auto_a4d9eb86f9_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-6%	0.93	100	Auto male_calm Chinese profile for 梅林
auto_4c1b2489e8_jp	azure	ja-JP	ja-JP-DaichiNeural		-9%	0.95	100	Auto male_gruff Japanese profile for ゲーティア
auto_4c1b2489e8_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-5%	0.95	100	Auto male_gruff Chinese profile for 盖提亚
auto_413deb1e9d_jp	azure	ja-JP	ja-JP-AoiNeural		+2%	0.96	100	Auto female_noble Japanese profile for 宮本武蔵
auto_413deb1e9d_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	0%	0.95	100	Auto female_noble Chinese profile for 宫本武藏
auto_65b629e089_jp	azure	ja-JP	ja-JP-NaokiNeural		-3%	0.91	100	Auto male_calm Japanese profile for “山の翁”
auto_65b629e089_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	0%	0.97	100	Auto male_calm Chinese profile for “山中老人”
auto_e6fabd0def_jp	azure	ja-JP	ja-JP-NaokiNeural		-4%	0.92	100	Auto alter_shadow Japanese profile for 謎のヒロインＸ・オルタ
auto_e6fabd0def_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-8%	0.96	100	Auto alter_shadow Chinese profile for 谜之女主角X·Alter
auto_8b890a408e_jp	azure	ja-JP	ja-JP-NanamiNeural		-3%	0.97	100	Auto female_cool Japanese profile for 新宿のアーチャー
auto_8b890a408e_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-1%	0.94	100	Auto female_cool Chinese profile for 新宿的Archer
auto_36523cfb0c_jp	azure	ja-JP	ja-JP-NaokiNeural		-3%	0.92	100	Auto alter_shadow Japanese profile for エミヤ・オルタ
auto_36523cfb0c_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-6%	0.94	100	Auto alter_shadow Chinese profile for 卫宫·Alter
auto_f5ac076eff_jp	azure	ja-JP	ja-JP-NaokiNeural		-5%	0.90	100	Auto alter_shadow Japanese profile for 新宿のアヴェンジャー
auto_f5ac076eff_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-3%	0.93	100	Auto alter_shadow Chinese profile for 新宿的Avenger
auto_d606bb1677_jp	azure	ja-JP	ja-JP-AoiNeural		-3%	1.00	100	Auto female_noble Japanese profile for 新宿のアサシン
auto_d606bb1677_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+2%	0.95	100	Auto female_noble Chinese profile for 新宿的Assassin
auto_7b898e2f52_jp	azure	ja-JP	ja-JP-DaichiNeural		-5%	0.99	100	Auto male_heroic Japanese profile for アーサー・ペンドラゴン
auto_7b898e2f52_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-5%	1.01	100	Auto male_heroic Chinese profile for 亚瑟·潘德拉贡
auto_d82f67e4f3_jp	azure	ja-JP	ja-JP-DaichiNeural		-10%	0.97	100	Auto male_gruff Japanese profile for 土方歳三
auto_d82f67e4f3_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-7%	0.93	100	Auto male_gruff Chinese profile for 土方岁三
auto_cdb9582dec_jp	azure	ja-JP	ja-JP-NanamiNeural		-6%	0.93	100	Auto female_shadow Japanese profile for 茶々
auto_cdb9582dec_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-3%	0.91	100	Auto female_shadow Chinese profile for 茶茶
auto_b59dacd51f_jp	azure	ja-JP	ja-JP-NanamiNeural		-4%	0.90	100	Auto female_shadow Japanese profile for メルトリリス
auto_b59dacd51f_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-3%	0.96	100	Auto female_shadow Chinese profile for Meltryllis
auto_45a289e112_jp	azure	ja-JP	ja-JP-NaokiNeural		-2%	1.04	100	Auto male_bright Japanese profile for メルト
auto_45a289e112_cn	azure	zh-CN	zh-CN-YunxiNeural	cheerful	+1%	1.04	100	Auto male_bright Chinese profile for Melt
auto_7630d851a3_jp	azure	ja-JP	ja-JP-NanamiNeural		-6%	0.96	100	Auto female_shadow Japanese profile for パッションリップ
auto_7630d851a3_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-4%	0.93	100	Auto female_shadow Chinese profile for Passionlip
auto_51236a9c64_jp	azure	ja-JP	ja-JP-AoiNeural		+3%	0.97	100	Auto female_noble Japanese profile for 鈴鹿御前
auto_51236a9c64_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	0%	0.96	100	Auto female_noble Chinese profile for 铃鹿御前
auto_cf9d370a0d_jp	azure	ja-JP	ja-JP-NanamiNeural		+1%	0.94	100	Auto female_mystic Japanese profile for ＢＢ
auto_cf9d370a0d_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+2%	0.95	100	Auto female_mystic Chinese profile for BB
auto_c37eda3129_jp	azure	ja-JP	ja-JP-NanamiNeural		-5%	0.94	100	Auto female_shadow Japanese profile for 殺生院キアラ
auto_c37eda3129_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-2%	0.95	100	Auto female_shadow Chinese profile for 杀生院祈荒
auto_232fe5d606_jp	azure	ja-JP	ja-JP-AoiNeural		+4%	1.06	100	Auto female_bright Japanese profile for ビーストⅢ／R
auto_232fe5d606_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+4%	1.08	100	Auto female_bright Chinese profile for BeastⅢ/R
auto_c70abf53d4_jp	azure	ja-JP	ja-JP-DaichiNeural		-5%	1.03	100	Auto male_heroic Japanese profile for 不夜城のキャスター
auto_c70abf53d4_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-1%	1.01	100	Auto male_heroic Chinese profile for 不夜城的Caster
auto_910671775d_jp	azure	ja-JP	ja-JP-NaokiNeural		0%	1.02	100	Auto male_bright Japanese profile for 不夜城のアサシン
auto_910671775d_cn	azure	zh-CN	zh-CN-YunxiNeural	cheerful	-4%	1.03	100	Auto male_bright Chinese profile for 不夜城的Assassin
auto_39843b12c0_jp	azure	ja-JP	ja-JP-NanamiNeural		-4%	0.93	100	Auto female_cool Japanese profile for エルドラドのバーサーカー
auto_39843b12c0_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-4%	0.94	100	Auto female_cool Chinese profile for 黄金国的Berserker
auto_b2a56873e7_jp	azure	ja-JP	ja-JP-NanamiNeural	chat	+2%	0.94	100	Auto female_gentle Japanese profile for レジスタンスのライダー
auto_b2a56873e7_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	gentle	+6%	0.99	100	Auto female_gentle Chinese profile for 反抗军的Rider
holmes_calm_male	azure	ja-JP	ja-JP-NaokiNeural		-3%	0.94	100	Manual Japanese profile for ホームズ
holmes_cn_serious	azure	zh-CN	zh-CN-YunxiNeural	serious	-3%	0.94	100	Manual Chinese profile for 福尔摩斯
auto_2975b34907_jp	azure	ja-JP	ja-JP-NanamiNeural		-7%	0.90	100	Auto female_shadow Japanese profile for ポール・バニヤン
auto_2975b34907_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-4%	0.97	100	Auto female_shadow Chinese profile for 保罗·班扬
auto_a9cb5164b0_jp	azure	ja-JP	ja-JP-AoiNeural		+3%	0.98	100	Auto female_noble Japanese profile for パールヴァティー
auto_a9cb5164b0_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	0%	0.98	100	Auto female_noble Chinese profile for 帕尔瓦蒂
auto_0567ce8809_jp	azure	ja-JP	ja-JP-AoiNeural		+3%	0.95	100	Auto female_noble Japanese profile for アーチャー・インフェルノ
auto_0567ce8809_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-3%	0.94	100	Auto female_noble Chinese profile for Archer Inferno
auto_20a1733203_jp	azure	ja-JP	ja-JP-DaichiNeural		-6%	0.99	100	Auto male_heroic Japanese profile for アサシン・パライソ
auto_20a1733203_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-2%	0.95	100	Auto male_heroic Chinese profile for Assassin Paraiso
auto_f7ed4d9230_jp	azure	ja-JP	ja-JP-DaichiNeural		-6%	1.00	100	Auto male_heroic Japanese profile for 宝蔵院胤舜
auto_f7ed4d9230_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-3%	0.95	100	Auto male_heroic Chinese profile for 宝藏院胤舜
auto_54188c4817_jp	azure	ja-JP	ja-JP-DaichiNeural		-7%	1.03	100	Auto male_heroic Japanese profile for 柳生但馬守宗矩
auto_54188c4817_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-7%	0.99	100	Auto male_heroic Chinese profile for 柳生但马守宗矩
auto_2dc3ca0e66_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.93	100	Auto female_mystic Japanese profile for 加藤段蔵
auto_2dc3ca0e66_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-1%	0.93	100	Auto female_mystic Chinese profile for 加藤段藏
auto_e88b813f20_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.92	100	Auto female_mystic Japanese profile for 刑部姫
auto_e88b813f20_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.93	100	Auto female_mystic Chinese profile for 刑部姬
auto_f7d6f8f473_jp	azure	ja-JP	ja-JP-NanamiNeural		-3%	0.92	100	Auto female_shadow Japanese profile for メカエリチャン
auto_f7d6f8f473_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-5%	0.96	100	Auto female_shadow Chinese profile for 机械伊丽亲
auto_85ab1f954e_jp	azure	ja-JP	ja-JP-NanamiNeural		-2%	0.93	100	Auto female_shadow Japanese profile for メカエリチャンⅡ号機
auto_85ab1f954e_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-6%	0.93	100	Auto female_shadow Chinese profile for 机械伊丽亲Ⅱ号机
auto_ef7222af49_jp	azure	ja-JP	ja-JP-DaichiNeural		-6%	1.01	100	Auto male_heroic Japanese profile for オケアノスのキャスター
auto_ef7222af49_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-3%	0.99	100	Auto male_heroic Chinese profile for 俄刻阿诺斯的Caster
auto_8205e7a1d4_jp	azure	ja-JP	ja-JP-AoiNeural		-3%	1.00	100	Auto female_noble Japanese profile for 哪吒
auto_8205e7a1d4_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	0%	0.98	100	Auto female_noble Chinese profile for 哪吒
auto_73cb79b9bc_jp	azure	ja-JP	ja-JP-AoiNeural		-2%	0.98	100	Auto female_noble Japanese profile for ミドラーシュのキャスター
auto_73cb79b9bc_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+3%	0.96	100	Auto female_noble Chinese profile for 米德拉什的Caster
auto_daac7edc58_jp	azure	ja-JP	ja-JP-NanamiNeural		-1%	0.95	100	Auto female_mystic Japanese profile for アビゲイル・ウィリアムズ
auto_daac7edc58_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.93	100	Auto female_mystic Chinese profile for 阿比盖尔·威廉姆斯
auto_d23b8c1963_jp	azure	ja-JP	ja-JP-AoiNeural		+1%	1.04	100	Auto female_bright Japanese profile for アビゲイル・サンタ
auto_d23b8c1963_cn	azure	zh-CN	zh-CN-XiaoyiNeural	cheerful	+1%	1.02	100	Auto female_bright Chinese profile for 阿比盖尔·圣诞
auto_65a020c951_jp	azure	ja-JP	ja-JP-AoiNeural		-2%	1.01	100	Auto female_noble Japanese profile for エレシュキガル
auto_65a020c951_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-3%	0.94	100	Auto female_noble Chinese profile for 埃列什基伽勒
auto_7545fa2e84_jp	azure	ja-JP	ja-JP-NaokiNeural		-4%	0.96	100	Auto alter_shadow Japanese profile for エレシュキガル・オルタ
auto_7545fa2e84_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-6%	0.91	100	Auto alter_shadow Chinese profile for 埃列什基伽勒·Alter
auto_29ce18cdf2_jp	azure	ja-JP	ja-JP-AoiNeural		+3%	0.96	100	Auto female_noble Japanese profile for ニンキガル
auto_29ce18cdf2_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	+2%	0.94	100	Auto female_noble Chinese profile for 宁基伽勒
auto_219d3e3d46_jp	azure	ja-JP	ja-JP-NanamiNeural		-3%	0.96	100	Auto female_mystic Japanese profile for 葛飾北斎
auto_219d3e3d46_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	0%	0.96	100	Auto female_mystic Chinese profile for 葛饰北斋
auto_26878fc39f_jp	azure	ja-JP	ja-JP-NanamiNeural		0%	0.95	100	Auto female_mystic Japanese profile for セミラミス
auto_26878fc39f_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	-4%	0.93	100	Auto female_mystic Chinese profile for 塞弥拉弥斯
auto_1ab0df8409_jp	azure	ja-JP	ja-JP-NanamiNeural		-3%	0.96	100	Auto female_cool Japanese profile for 浅上藤乃
auto_1ab0df8409_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	calm	+1%	0.98	100	Auto female_cool Chinese profile for 浅上藤乃
auto_8379dcb289_jp	azure	ja-JP	ja-JP-DaichiNeural		-8%	0.96	100	Auto male_gruff Japanese profile for アナスタシア・ニコラエヴナ・ロマノヴァ
auto_8379dcb289_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-6%	0.94	100	Auto male_gruff Chinese profile for 阿纳斯塔西娅·尼古拉耶芙娜·罗曼诺娃
auto_b57110cab0_jp	azure	ja-JP	ja-JP-NanamiNeural		-3%	0.94	100	Auto female_shadow Japanese profile for アタランテ・オルタ
auto_b57110cab0_cn	azure	zh-CN	zh-CN-XiaoxiaoNeural	serious	-1%	0.96	100	Auto female_shadow Chinese profile for 阿塔兰忒·Alter
auto_1e135ae196_jp	azure	ja-JP	ja-JP-NaokiNeural		-6%	0.93	100	Auto male_calm Japanese profile for アヴィケブロン
auto_1e135ae196_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-3%	0.95	100	Auto male_calm Chinese profile for 阿维斯布隆
auto_2c810689a5_jp	azure	ja-JP	ja-JP-DaichiNeural		-7%	0.98	100	Auto male_gruff Japanese profile for アントニオ・サリエリ
auto_2c810689a5_cn	azure	zh-CN	zh-CN-YunyeNeural	disgruntled	-4%	0.93	100	Auto male_gruff Chinese profile for 安东尼奥·萨列里
auto_7bdd76b969_jp	azure	ja-JP	ja-JP-DaichiNeural		-5%	0.99	100	Auto male_heroic Japanese profile for イヴァン雷帝
auto_7bdd76b969_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-5%	0.99	100	Auto male_heroic Chinese profile for 伊凡雷帝
auto_d5911f1682_jp	azure	ja-JP	ja-JP-DaichiNeural		-2%	1.01	100	Auto male_heroic Japanese profile for アキレウス
auto_d5911f1682_cn	azure	zh-CN	zh-CN-YunyeNeural	serious	-5%	0.98	100	Auto male_heroic Chinese profile for 阿喀琉斯
auto_3eb2aaf5bb_jp	azure	ja-JP	ja-JP-NaokiNeural		-4%	0.97	100	Auto male_calm Japanese profile for ケイローン
auto_3eb2aaf5bb_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-1%	0.91	100	Auto male_calm Chinese profile for 喀戎
auto_97b11b8d00_jp	azure	ja-JP	ja-JP-NaokiNeural		0%	0.96	100	Auto male_calm Japanese profile for ジーク
auto_97b11b8d00_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	0%	0.96	100	Auto male_calm Chinese profile for 齐格
auto_4e229966d7_jp	azure	ja-JP	ja-JP-NaokiNeural		-2%	0.94	100	Auto alter_shadow Japanese profile for 沖田総司・オルタ
auto_4e229966d7_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-2%	0.95	100	Auto alter_shadow Chinese profile for 冲田总司·Alter
auto_a0f59e47f2_jp	azure	ja-JP	ja-JP-NaokiNeural		-6%	0.97	100	Auto male_calm Japanese profile for 岡田以蔵
auto_a0f59e47f2_cn	azure	zh-CN	zh-CN-YunxiNeural	serious	-3%	0.94	100	Auto male_calm Chinese profile for 冈田以藏
auto_e3c31b443b_jp	azure	ja-JP	ja-JP-DaichiNeural		-7%	1.01	100	Auto male_heroic Japanese profile for 坂本龍馬
